LAST SEEN   TYPE      REASON                         OBJECT                                                                       MESSAGE
2m46s       Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-8pqwl                             Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-8pqwl to kserve-control-plane
3m46s       Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-5gl5f                             Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-5gl5f to kserve-control-plane
35m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-router-scheduler-886847d5-dc27g              Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-886847d5-dc27g to kserve-control-plane
36m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-tn5rd                             Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-tn5rd to kserve-control-plane
2m42s       Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-rc7c7                             Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-rc7c7 to kserve-control-plane
36m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-wmf9h                             Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-wmf9h to kserve-control-plane
36m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-vqz7m                             Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-vqz7m to kserve-control-plane
80s         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-router-scheduler-6d94d5b78d-k2tbp            Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-6d94d5b78d-k2tbp to kserve-control-plane
36m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-fpsq8                             Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-fpsq8 to kserve-control-plane
3m46s       Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-hwkq8                             Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-hwkq8 to kserve-control-plane
34m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-router-scheduler-79cf44fff4-dmg8t            Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-79cf44fff4-dmg8t to kserve-control-plane
45m         Normal    KEDAScalersStarted             scaledobject/qwen25-05b-instruct-keda-waiting-requests                       Started scalers watch
