request_id,scenario,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
cx1945nq4f,conversation-sharegpt,completions,1775836182.6954849,1775836206.8010023,24105.52,4254.27,685,475,96,200,1,
14ffyvnvqj,conversation-sharegpt,completions,1775836231.6919546,1775836252.6784596,20986.51,1392.20,630,453,96,200,1,
ex8fsv871y,conversation-sharegpt,completions,1775836277.9875154,1775836303.101521,25114.01,3690.37,1049,523,96,200,1,
tfgq5c34dx,conversation-sharegpt,completions,1775836330.4907722,1775836355.0738099,24583.04,5087.92,369,428,96,200,1,
sdw4shnf87,conversation-sharegpt,completions,1775836252.6786115,1775836277.9874368,25308.83,4512.66,799,545,96,200,1,
xff0t0pvn9,conversation-sharegpt,completions,1775836231.5707648,1775836252.489224,20918.46,1224.42,792,426,96,200,1,
a753lc58dr,conversation-sharegpt,completions,1775836277.7953808,1775836302.9763677,25180.99,1953.18,982,319,96,200,1,
dxmo5bxxc0,conversation-sharegpt,completions,1775836330.3733292,1775836354.8792818,24505.95,2204.58,799,377,96,200,1,
ifd0tvbdiv,conversation-sharegpt,completions,1775836159.2677093,1775836182.5770507,23309.34,1826.49,185,501,96,200,1,
d4v30t9nt3,conversation-sharegpt,completions,1775836182.5771878,1775836206.6695607,24092.37,3807.52,533,464,96,200,1,
1c32oc6uzh,conversation-sharegpt,completions,1775836206.8010814,1775836231.6918612,24890.78,5290.90,1416,486,96,200,1,
ye511mkfaz,conversation-sharegpt,completions,1775836252.489399,1775836277.7952876,25305.89,4088.14,1121,426,96,200,1,
xpseimvihc,conversation-sharegpt,completions,1775836302.9765728,1775836330.373086,27396.51,4107.63,536,420,96,200,1,
zpqk51fpkh,conversation-sharegpt,completions,1775836160.6233127,1775836182.6953866,22072.07,2452.96,308,589,96,200,1,
blskrt05ui,conversation-sharegpt,completions,1775836303.1016448,1775836330.4906704,27389.03,7690.99,573,433,96,200,1,
d1ior56fao,conversation-sharegpt,completions,1775836354.8794188,1775836380.277354,25397.94,511.11,1249,301,96,200,1,
zycwtiqj7y,conversation-sharegpt,completions,1775836206.6697092,1775836231.5705707,24900.86,2635.12,290,477,96,200,1,
89uzfk8ut0,conversation-sharegpt,completions,1775836355.0739155,1775836380.3968904,25322.97,3216.99,411,436,96,200,1,
