timestamp,num_requests_running,num_requests_waiting,avg_generation_throughput_toks_per_s,kv_cache_usage_perc,desired_replicas,ready_replicas,available_replicas
1776180037.0556033,8.0,0.0,0.0,1.4285714285714235,2.0,1.0,1.0
1776180042.1122103,8.0,0.0,0.0,1.4285714285714235,2.0,1.0,1.0
1776180047.1529427,8.0,0.0,0.0,1.4285714285714235,2.0,1.0,1.0
1776180052.1856656,1.0,0.0,0.12727272727272726,0.805860805860803,2.0,1.0,1.0
1776180057.2372763,2.0,0.0,0.36363636363636365,0.8424908424908395,2.0,1.0,1.0
1776180062.2910783,3.0,0.0,0.5818181818181818,0.879120879120876,1.0,1.0,1.0
1776180067.3428674,4.0,0.0,0.9636363636363636,1.025641025641022,1.0,1.0,1.0
1776180072.397792,4.0,0.0,1.1090909090909091,1.025641025641022,1.0,1.0,1.0
1776180077.4538,6.0,0.0,1.4,1.098901098901095,1.0,1.0,1.0
1776180082.5053575,7.0,0.0,1.7454545454545454,1.1355311355311315,1.0,1.0,1.0
1776180087.5548725,8.0,0.0,1.8909090909090909,1.172161172161168,1.0,1.0,1.0
1776180092.6184108,8.0,0.0,2.4727272727272727,1.172161172161168,1.0,1.0,1.0
1776180097.6722531,8.0,0.0,3.1999999999999997,1.172161172161168,1.0,1.0,1.0
1776180102.7302115,8.0,0.0,3.7818181818181817,1.2087912087912045,1.0,1.0,1.0
1776180107.7862809,8.0,0.0,4.236363636363636,1.2087912087912045,1.0,1.0,1.0
1776180112.8416662,8.0,0.0,4.4363636363636365,1.2087912087912045,1.0,1.0,1.0
1776180117.9018817,8.0,0.0,4.8,1.2087912087912045,1.0,1.0,1.0
1776180122.9593582,8.0,0.0,5.0,1.2087912087912045,1.0,1.0,1.0
1776180128.0160587,8.0,0.0,5.4363636363636365,1.245421245421241,1.0,1.0,1.0
1776180133.0717108,8.0,0.0,5.872727272727272,1.2820512820512775,1.0,1.0,1.0
1776180138.1249983,8.0,0.0,6.254545454545454,1.2820512820512775,1.0,1.0,1.0
1776180143.1772828,8.0,0.0,6.836363636363636,1.2820512820512775,1.0,1.0,1.0
1776180148.2363005,8.0,0.0,6.9818181818181815,1.2820512820512775,1.0,1.0,1.0
1776180153.2775402,8.0,0.0,6.836363636363636,1.2820512820512775,1.0,1.0,1.0
1776180158.3266323,8.0,0.0,6.9818181818181815,1.318681318681314,1.0,1.0,1.0
1776180163.3835642,8.0,0.0,7.127272727272727,1.318681318681314,1.0,1.0,1.0
1776180168.442411,8.0,0.0,7.418181818181818,1.4285714285714235,1.0,1.0,1.0
1776180173.4998672,8.0,0.0,7.5636363636363635,1.4285714285714235,1.0,1.0,1.0
1776180178.5574965,8.0,0.0,7.709090909090909,1.4285714285714235,1.0,1.0,1.0
1776180183.6167383,8.0,0.0,7.8545454545454545,1.4285714285714235,1.0,1.0,1.0
1776180188.6731749,8.0,0.0,7.8545454545454545,1.4285714285714235,1.0,1.0,1.0
1776180193.7273617,8.0,0.0,7.8545454545454545,1.46520146520146,1.0,1.0,1.0
1776180198.7845495,8.0,0.0,7.8545454545454545,1.46520146520146,1.0,1.0,1.0
1776180203.8401692,8.0,0.0,7.8545454545454545,1.46520146520146,1.0,1.0,1.0
1776180208.8971255,8.0,0.0,8.0,1.46520146520146,1.0,1.0,1.0
1776180213.9534137,8.0,0.0,7.8545454545454545,1.46520146520146,1.0,1.0,1.0
1776180219.0148346,8.0,0.0,7.8545454545454545,1.46520146520146,1.0,1.0,1.0
1776180224.0698383,8.0,0.0,7.8545454545454545,1.46520146520146,1.0,1.0,1.0
1776180229.1243021,8.0,0.0,7.709090909090909,1.46520146520146,1.0,1.0,1.0
1776180234.1658003,8.0,0.0,7.5636363636363635,1.46520146520146,1.0,1.0,1.0
