timestamp,num_requests_running,num_requests_waiting,avg_generation_throughput_toks_per_s,kv_cache_usage_perc,desired_replicas,ready_replicas,available_replicas
1776221979.2634432,0.0,0.0,0.0,0.01831501831501825,2.0,2.0,2.0
1776221984.3057685,0.0,0.0,0.0,0.0366300366300365,2.0,2.0,2.0
1776221989.363818,0.0,0.0,0.0,0.0366300366300365,2.0,2.0,2.0
1776221994.4163425,0.0,0.0,0.0,0.0366300366300365,2.0,2.0,2.0
1776221999.4683971,1.0,0.0,0.5272727272727272,0.1098901098901095,1.0,1.0,1.0
1776222004.5289311,0.0,0.0,0.6,0.0366300366300365,1.0,1.0,1.0
1776222009.5940027,0.0,0.0,0.6,0.0366300366300365,1.0,1.0,1.0
1776222014.655926,1.0,0.0,0.6363636363636364,0.1098901098901095,1.0,1.0,1.0
1776222019.7111588,1.0,0.0,1.1272727272727272,0.1098901098901095,1.0,1.0,1.0
1776222024.7617521,0.0,0.0,1.4,0.0366300366300365,1.0,1.0,1.0
1776222029.8127356,1.0,0.0,1.6181818181818182,0.1098901098901095,1.0,1.0,1.0
1776222034.8638601,3.0,0.0,2.309090909090909,0.2564102564102555,1.0,1.0,1.0
1776222039.9225361,3.0,0.0,2.9636363636363634,0.293040293040292,1.0,1.0,1.0
1776222044.976399,4.0,0.0,3.836363636363636,0.3296703296703285,1.0,1.0,1.0
1776222050.02963,3.0,0.0,4.6909090909090905,0.293040293040292,1.0,1.0,1.0
1776222055.0800803,3.0,0.0,4.418181818181818,0.2564102564102555,1.0,1.0,1.0
1776222060.13708,4.0,0.0,5.290909090909091,0.293040293040292,1.0,1.0,1.0
1776222065.1901784,3.0,0.0,6.1454545454545455,0.2564102564102555,1.0,1.0,1.0
1776222070.245243,3.0,0.0,6.672727272727273,0.219780219780219,1.0,1.0,1.0
1776222075.300068,3.0,0.0,6.963636363636363,0.1831501831501825,1.0,1.0,1.0
1776222080.3401246,3.0,0.0,7.927272727272727,0.219780219780219,1.0,1.0,1.0
1776222085.3803995,4.0,0.0,8.854545454545454,0.293040293040292,1.0,1.0,1.0
1776222090.4281216,3.0,0.0,8.781818181818181,0.2564102564102555,1.0,1.0,1.0
1776222095.4808428,4.0,0.0,8.690909090909091,0.2564102564102555,1.0,1.0,1.0
1776222100.5300221,4.0,0.0,9.054545454545455,0.2564102564102555,1.0,1.0,1.0
1776222105.5975466,3.0,0.0,8.89090909090909,0.219780219780219,1.0,1.0,1.0
1776222110.6650004,4.0,0.0,9.2,0.2564102564102555,1.0,1.0,1.0
1776222115.7184198,4.0,0.0,9.181818181818182,0.2564102564102555,1.0,1.0,1.0
1776222120.7741203,3.0,0.0,9.545454545454545,0.1831501831501825,1.0,1.0,1.0
1776222125.8288143,4.0,0.0,9.618181818181817,0.2564102564102555,1.0,1.0,1.0
1776222130.8831599,3.0,0.0,9.527272727272727,0.219780219780219,1.0,1.0,1.0
1776222135.9323883,4.0,0.0,8.945454545454545,0.2564102564102555,1.0,1.0,1.0
1776222140.984162,3.0,0.0,8.799999999999999,0.2564102564102555,1.0,1.0,1.0
