request_id,scenario,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
ye511mkfaz,conversation-sharegpt,completions,1775847821.4214535,1775847851.4269288,30005.48,30005.48,1121,0,96,0,0,[Errno 104] Connection reset by peer
14ffyvnvqj,conversation-sharegpt,completions,1775847792.7611065,1775847822.764831,30003.72,30003.72,630,0,96,0,0,[Errno 104] Connection reset by peer
ex8fsv871y,conversation-sharegpt,completions,1775847852.767407,1775847882.771196,30003.79,30003.79,1049,0,96,0,0,[Errno 104] Connection reset by peer
xpseimvihc,conversation-sharegpt,completions,1775847881.4322815,1775847911.4371397,30004.86,30004.86,536,0,96,0,0,[Errno 104] Connection reset by peer
ifd0tvbdiv,conversation-sharegpt,completions,1775847701.396909,1775847731.405165,30008.26,30008.26,185,0,96,0,0,[Errno 104] Connection reset by peer
zpqk51fpkh,conversation-sharegpt,completions,1775847702.7517385,1775847732.7554147,30003.68,30003.68,308,0,96,0,0,[Errno 104] Connection reset by peer
xff0t0pvn9,conversation-sharegpt,completions,1775847791.4170966,1775847821.4213393,30004.24,30004.24,792,0,96,0,0,[Errno 104] Connection reset by peer
d4v30t9nt3,conversation-sharegpt,completions,1775847731.4052885,1775847761.4110615,30005.77,30005.77,533,0,96,0,0,[Errno 104] Connection reset by peer
a753lc58dr,conversation-sharegpt,completions,1775847851.427061,1775847881.4321704,30005.11,30005.11,982,0,96,0,0,[Errno 104] Connection reset by peer
dxmo5bxxc0,conversation-sharegpt,completions,1775847911.4372404,1775847941.4431703,30005.93,30005.93,799,0,96,0,0,[Errno 104] Connection reset by peer
1c32oc6uzh,conversation-sharegpt,completions,1775847762.7574596,1775847792.7609937,30003.53,30003.53,1416,0,96,0,0,[Errno 104] Connection reset by peer
sdw4shnf87,conversation-sharegpt,completions,1775847822.764953,1775847852.7672453,30002.29,30002.29,799,0,96,0,0,[Errno 104] Connection reset by peer
blskrt05ui,conversation-sharegpt,completions,1775847882.7713037,1775847912.7752912,30003.99,30003.99,573,0,96,0,0,[Errno 104] Connection reset by peer
cx1945nq4f,conversation-sharegpt,completions,1775847732.7555282,1775847762.7573402,30001.81,30001.81,685,0,96,0,0,[Errno 104] Connection reset by peer
zycwtiqj7y,conversation-sharegpt,completions,1775847761.411183,1775847791.4170234,30005.84,30005.84,290,0,96,0,0,[Errno 104] Connection reset by peer
