timestamp,num_requests_running,num_requests_waiting,avg_generation_throughput_toks_per_s,kv_cache_usage_perc,desired_replicas,ready_replicas,available_replicas
1776224349.220199,0.0,0.0,0.0,0.0366300366300365,1.0,1.0,1.0
1776224354.2636306,0.0,0.0,0.0,0.0366300366300365,1.0,1.0,1.0
1776224359.3199515,0.0,0.0,0.0,0.0366300366300365,1.0,1.0,1.0
1776224364.3777022,0.0,0.0,0.0,0.0366300366300365,1.0,1.0,1.0
1776224369.4331074,1.0,0.0,0.21818181818181817,0.1098901098901095,1.0,1.0,1.0
1776224374.4861026,0.0,0.0,0.6,0.0366300366300365,1.0,1.0,1.0
1776224379.545857,0.0,0.0,0.6,0.0366300366300365,1.0,1.0,1.0
1776224384.6004848,0.0,0.0,0.6,0.0366300366300365,1.0,1.0,1.0
1776224389.6500688,1.0,0.0,0.9090909090909091,0.1098901098901095,1.0,1.0,1.0
1776224394.7002032,0.0,0.0,1.4,0.0366300366300365,1.0,1.0,1.0
1776224399.748766,1.0,0.0,1.4181818181818182,0.1098901098901095,3.0,1.0,1.0
1776224404.8018608,3.0,0.0,1.6727272727272726,0.219780219780219,3.0,1.0,1.0
1776224409.8545556,4.0,0.0,2.0,0.2564102564102555,3.0,1.0,1.0
1776224414.912788,4.0,0.0,2.9454545454545453,0.3296703296703285,3.0,1.0,1.0
1776224419.9612274,4.0,0.0,3.745454545454545,0.366300366300365,3.0,1.0,1.0
1776224425.0201254,3.0,0.0,4.236363636363636,0.293040293040292,3.0,1.0,1.0
1776224430.0672505,3.0,0.0,4.49090909090909,0.293040293040292,3.0,1.0,1.0
1776224435.1164303,4.0,0.0,4.763636363636364,0.293040293040292,3.0,1.0,1.0
1776224440.1716254,4.0,0.0,5.181818181818182,0.2564102564102555,3.0,1.0,1.0
1776224445.2187607,4.0,0.0,5.818181818181818,0.293040293040292,3.0,1.0,1.0
1776224450.2674184,3.0,0.0,6.254545454545454,0.2564102564102555,3.0,1.0,1.0
1776224455.3132422,4.0,0.0,7.036363636363636,0.293040293040292,3.0,1.0,1.0
1776224460.363386,4.0,0.0,7.345454545454545,0.293040293040292,5.0,1.0,1.0
