timestamp,num_requests_running,num_requests_waiting,avg_generation_throughput_toks_per_s,kv_cache_usage_perc,ready_replicas
1775359750.3367314,4.0,0.0,0.0,0.003296703296703285,1.0
1775359755.3694115,4.0,0.0,0.0,0.003296703296703285,1.0
1775359760.401144,4.0,0.0,0.0,0.003296703296703285,1.0
1775359765.4402833,4.0,0.0,0.0,0.003296703296703285,1.0
1775359770.4816206,4.0,0.0,0.0,0.003296703296703285,1.0
1775359775.5172026,4.0,0.0,0.0,0.003296703296703285,1.0
1775359780.5566986,4.0,0.0,0.0,0.003296703296703285,1.0
1775359785.5972207,4.0,0.0,0.0,0.003296703296703285,1.0
1775359790.634482,4.0,0.0,0.0,0.003296703296703285,1.0
1775359795.672627,4.0,0.0,0.0,0.003296703296703285,1.0
1775359800.7130384,4.0,0.0,0.0,0.003296703296703285,1.0
1775359805.749472,4.0,0.0,0.0,0.003296703296703285,1.0
1775359810.789491,4.0,0.0,0.0,0.003296703296703285,1.0
1775359815.8267453,4.0,0.0,0.0,0.003296703296703285,1.0
1775359820.8636806,4.0,0.0,0.0,0.003296703296703285,1.0
1775359825.903949,4.0,0.0,0.0,0.003296703296703285,1.0
1775359830.9423087,4.0,0.0,0.0,0.003296703296703285,1.0
1775359835.9805026,4.0,0.0,0.0,0.003296703296703285,1.0
1775359841.0181832,4.0,0.0,0.0,0.003296703296703285,1.0
1775359846.054224,4.0,0.0,0.0,0.003296703296703285,1.0
1775359851.0962536,4.0,0.0,0.0,0.003296703296703285,1.0
1775359856.1409204,4.0,0.0,0.0,0.003296703296703285,1.0
1775359861.1874013,4.0,0.0,0.0,0.003296703296703285,1.0
1775359866.2308836,4.0,0.0,0.0,0.003296703296703285,1.0
1775359871.2774222,4.0,0.0,0.0,0.003296703296703285,1.0
1775359876.3260884,4.0,0.0,0.0,0.003296703296703285,1.0
1775359881.3703935,4.0,0.0,0.0,0.003296703296703285,1.0
1775359886.4168084,4.0,0.0,0.0,0.003296703296703285,1.0
1775359891.4612365,4.0,0.0,0.0,0.003296703296703285,1.0
1775359896.5059185,4.0,0.0,0.0,0.003296703296703285,1.0
1775359901.549944,4.0,0.0,0.0,0.003296703296703285,1.0
1775359906.5914319,4.0,0.0,0.0,0.003296703296703285,1.0
1775359911.6277251,4.0,0.0,0.0,0.003296703296703285,1.0
1775359916.6690652,4.0,0.0,0.0,0.003296703296703285,1.0
1775359921.716881,4.0,0.0,0.0,0.003296703296703285,1.0
1775359926.7583983,4.0,0.0,0.0,0.003296703296703285,1.0
1775359931.8005178,4.0,0.0,0.0,0.003296703296703285,1.0
1775359936.8446126,4.0,0.0,0.0,0.003296703296703285,1.0
1775359941.8862913,4.0,0.0,0.0,0.003296703296703285,1.0
1775359946.9330645,4.0,0.0,0.0,0.003296703296703285,1.0
1775359951.9801154,4.0,0.0,0.0,0.003296703296703285,1.0
1775359957.0248156,4.0,0.0,0.0,0.003296703296703285,1.0
1775359962.0721996,4.0,0.0,0.0,0.003296703296703285,1.0
1775359967.1187701,4.0,0.0,0.0,0.003296703296703285,1.0
1775359972.1629744,4.0,0.0,0.0,0.003296703296703285,1.0
1775359977.2164829,4.0,0.0,0.0,0.003296703296703285,1.0
1775359982.2625494,4.0,0.0,0.0,0.003296703296703285,1.0
1775359987.312291,4.0,0.0,0.0,0.003296703296703285,1.0
1775359992.3596675,4.0,0.0,0.0,0.003296703296703285,1.0
1775359997.4019132,4.0,0.0,0.0,0.003296703296703285,1.0
1775360002.4442542,4.0,0.0,0.0,0.003296703296703285,1.0
1775360007.4864893,4.0,0.0,0.0,0.003296703296703285,1.0
1775360012.5329096,4.0,0.0,0.0,0.003296703296703285,1.0
