request_id,scenario,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
14ffyvnvqj,conversation-sharegpt,completions,1775847465.6766183,1775847488.9895415,23312.92,1800.49,630,453,96,200,1,
xff0t0pvn9,conversation-sharegpt,completions,1775847465.3921664,1775847488.8697612,23477.59,1788.62,792,426,96,200,1,
sdw4shnf87,conversation-sharegpt,completions,1775847488.9896533,1775847512.7909236,23801.27,4206.32,799,545,96,200,1,
a753lc58dr,conversation-sharegpt,completions,1775847512.6775541,1775847536.1820066,23504.45,1997.25,982,319,96,200,1,
dxmo5bxxc0,conversation-sharegpt,completions,1775847562.8773434,1775847600.2994916,37422.15,2614.72,799,377,96,200,1,
tfgq5c34dx,conversation-sharegpt,completions,1775847563.0779552,1775847600.5414946,37463.54,5399.58,369,428,96,200,1,
ifd0tvbdiv,conversation-sharegpt,completions,1775847371.3260102,1775847405.0699153,33743.91,1992.00,185,501,96,200,1,
1c32oc6uzh,conversation-sharegpt,completions,1775847436.8752685,1775847465.6764846,28801.22,4901.69,1416,486,96,200,1,
d4v30t9nt3,conversation-sharegpt,completions,1775847405.0701418,1775847436.6701458,31600.00,4217.85,533,464,96,200,1,
ex8fsv871y,conversation-sharegpt,completions,1775847512.791028,1775847536.293093,23502.06,3799.63,1049,523,96,200,1,
blskrt05ui,conversation-sharegpt,completions,1775847536.2931793,1775847563.0778637,26784.68,7283.19,573,433,96,200,1,
zpqk51fpkh,conversation-sharegpt,completions,1775847372.6816835,1775847405.2765415,32594.86,2872.60,308,589,96,200,1,
zycwtiqj7y,conversation-sharegpt,completions,1775847436.6703568,1775847465.3920765,28721.72,2312.88,290,477,96,200,1,
ye511mkfaz,conversation-sharegpt,completions,1775847488.8698113,1775847512.6774008,23807.59,3626.59,1121,426,96,200,1,
xpseimvihc,conversation-sharegpt,completions,1775847536.1821582,1775847562.8771899,26695.03,3610.76,536,420,96,200,1,
cx1945nq4f,conversation-sharegpt,completions,1775847405.2766936,1775847436.8751757,31598.48,4893.15,685,475,96,200,1,
