request_id,scenario,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
zpqk51fpkh,conversation-sharegpt,completions,1775848667.6482825,1775848697.6513824,30003.10,30003.10,308,0,96,0,0,[Errno 104] Connection reset by peer
zycwtiqj7y,conversation-sharegpt,completions,1775848726.3070512,1775848756.3124864,30005.44,30005.44,290,0,96,0,0,[Errno 104] Connection reset by peer
ye511mkfaz,conversation-sharegpt,completions,1775848786.3183036,1775848816.3237665,30005.46,30005.46,1121,0,96,0,0,[Errno 104] Connection reset by peer
xpseimvihc,conversation-sharegpt,completions,1775848846.3283079,1775848876.3331323,30004.82,30004.82,536,0,96,0,0,[Errno 104] Connection reset by peer
14ffyvnvqj,conversation-sharegpt,completions,1775848757.6574557,1775848787.6610663,30003.61,30003.61,630,0,96,0,0,[Errno 104] Connection reset by peer
ex8fsv871y,conversation-sharegpt,completions,1775848817.663262,1775848847.6671526,30003.89,30003.89,1049,0,96,0,0,[Errno 104] Connection reset by peer
d4v30t9nt3,conversation-sharegpt,completions,1775848696.3019598,1775848726.3069463,30004.99,30004.99,533,0,96,0,0,[Errno 104] Connection reset by peer
xff0t0pvn9,conversation-sharegpt,completions,1775848756.3126395,1775848786.3181965,30005.56,30005.56,792,0,96,0,0,[Errno 104] Connection reset by peer
sdw4shnf87,conversation-sharegpt,completions,1775848787.6611974,1775848817.663151,30001.95,30001.95,799,0,96,0,0,[Errno 104] Connection reset by peer
a753lc58dr,conversation-sharegpt,completions,1775848816.3238935,1775848846.3282027,30004.31,30004.31,982,0,96,0,0,[Errno 104] Connection reset by peer
blskrt05ui,conversation-sharegpt,completions,1775848847.6672637,1775848877.670624,30003.36,30003.36,573,0,96,0,0,[Errno 104] Connection reset by peer
dxmo5bxxc0,conversation-sharegpt,completions,1775848876.3332293,1775848906.3382857,30005.06,30005.06,799,0,96,0,0,[Errno 104] Connection reset by peer
ifd0tvbdiv,conversation-sharegpt,completions,1775848666.293618,1775848696.3018205,30008.20,30008.20,185,0,96,0,0,[Errno 104] Connection reset by peer
1c32oc6uzh,conversation-sharegpt,completions,1775848727.6537745,1775848757.6573498,30003.58,30003.58,1416,0,96,0,0,[Errno 104] Connection reset by peer
cx1945nq4f,conversation-sharegpt,completions,1775848697.6514947,1775848727.6536527,30002.16,30002.16,685,0,96,0,0,[Errno 104] Connection reset by peer
