request_id,scenario,phase_name,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
ckw5ngcx19,queue-pressure,warmup,completions,1776102188.6040163,1776102233.920877,45316.86,45316.86,15111,0,288,0,0,
6hid25owf7,queue-pressure,queue_build,completions,1776102252.9207418,1776102298.9199789,45999.24,45999.24,14479,0,202,0,0,
1uymrlrmjk,queue-pressure,queue_build,completions,1776102325.920385,1776102371.9202824,45999.90,45999.90,12267,0,254,0,0,
dp5gjlqm5k,queue-pressure,queue_build,completions,1776102299.9204001,1776102345.919575,45999.17,45999.17,11951,0,198,0,0,
935a0l7253,queue-pressure,queue_build,completions,1776102253.9193444,1776102299.920077,46000.73,46000.73,14795,0,233,0,0,
39tex8fsv8,queue-pressure,queue_build,completions,1776102208.4509656,1776102253.9190857,45468.12,45468.12,14005,0,316,0,0,
usgiotirzq,queue-pressure,queue_build,completions,1776102330.9196577,1776102376.9191537,45999.50,45999.50,13215,0,262,0,0,
sj49itn7s5,queue-pressure,queue_build,completions,1776102376.919467,1776102422.9231224,46003.66,46003.66,15269,0,266,0,0,
2d54i3qk2i,queue-pressure,queue_build,completions,1776102254.9200265,1776102300.919472,45999.45,45999.45,11161,0,232,0,0,
koixntm9tm,queue-pressure,queue_build,completions,1776102335.9201422,1776102381.9219272,46001.79,46001.79,9739,0,215,0,0,
81sdw4shnf,queue-pressure,queue_build,completions,1776102206.8256903,1776102251.9204037,45094.71,45094.71,14005,0,259,0,0,
okc1msy4la,queue-pressure,queue_build,completions,1776102255.9199178,1776102301.9199562,46000.04,46000.04,9739,0,241,0,0,
zoyn6qicat,queue-pressure,queue_build,completions,1776102209.2634509,1776102254.919753,45656.30,45656.30,15269,0,243,0,0,
lizl08yg0j,queue-pressure,queue_build,completions,1776102340.9231317,1776102386.9218502,45998.72,45998.72,12267,0,261,0,0,
w71q3vli7k,queue-pressure,queue_build,completions,1776102320.9213157,1776102366.9206698,45999.35,45999.35,13531,0,261,0,0,
tiqj7yhl1c,queue-pressure,warmup,completions,1776102198.6258209,1776102243.9197137,45293.89,45293.89,13373,0,235,0,0,
g8jdp0lvsn,queue-pressure,queue_build,completions,1776102255.920816,1776102301.9198077,45998.99,45998.99,14953,0,258,0,0,
93kmkzebbk,queue-pressure,queue_build,completions,1776102341.920303,1776102387.9196131,45999.31,45999.31,13215,0,264,0,0,
azccblskrt,queue-pressure,queue_build,completions,1776102210.0754278,1776102255.9195335,45844.11,45844.11,13215,0,248,0,0,
wxe6sylztg,queue-pressure,queue_build,completions,1776102269.9209776,1776102315.9192624,45998.28,45998.28,13531,0,276,0,0,
ocwbfuk9e1,queue-pressure,queue_build,completions,1776102343.920254,1776102389.920556,46000.30,46000.30,10213,0,208,0,0,
qrl1n759in,queue-pressure,queue_build,completions,1776102386.9220738,1776102432.9244583,46002.38,46002.38,12583,0,230,0,0,
w1dakrm8j5,queue-pressure,queue_build,completions,1776102342.9204528,1776102388.920504,46000.05,46000.05,15269,0,224,0,0,
1n6kvpuc8d,queue-pressure,queue_build,completions,1776102343.921252,1776102389.920404,45999.15,45999.15,13215,0,249,0,0,
2oc6uzhr5x,queue-pressure,queue_build,completions,1776102203.5829067,1776102248.9206183,45337.71,45337.71,14637,0,200,0,0,
y6wktakpux,queue-pressure,queue_build,completions,1776102274.9194484,1776102320.9204397,46000.99,46000.99,13531,0,289,0,0,
irodxmo5bx,queue-pressure,queue_build,completions,1776102210.886854,1776102255.919709,45032.86,45032.86,14005,0,313,0,0,
wjcitfoyqb,queue-pressure,queue_build,completions,1776102344.9202142,1776102390.9196858,45999.47,45999.47,14163,0,245,0,0,
phr62gdswm,queue-pressure,queue_build,completions,1776102279.9211636,1776102325.9200606,45998.90,45998.90,12425,0,305,0,0,
zqy72wx7pt,queue-pressure,queue_build,completions,1776102345.9198756,1776102391.9209673,46001.09,46001.09,11319,0,264,0,0,
yihair4cow,queue-pressure,queue_build,completions,1776102284.921139,1776102330.9193811,45998.24,45998.24,14479,0,252,0,0,
9yjb1qx6gv,queue-pressure,queue_build,completions,1776102347.9208877,1776102393.9200532,45999.17,45999.17,14637,0,197,0,0,
f0t0pvn9er,queue-pressure,queue_build,completions,1776102204.3897603,1776102249.9203162,45530.56,45530.56,10371,0,259,0,0,
63cfl0ukey,queue-pressure,queue_build,completions,1776102346.9204295,1776102392.9199314,45999.50,45999.50,13531,0,230,0,0,
rixa11dpg8,queue-pressure,queue_build,completions,1776102289.9201753,1776102335.9198322,45999.66,45999.66,10687,0,290,0,0,
c02dgtfgq5,queue-pressure,queue_build,completions,1776102218.920171,1776102264.9198081,45999.64,45999.64,13531,0,217,0,0,
