request_id,scenario,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
zpqk51fpkh,conversation-sharegpt,completions,1775838348.689284,1775838378.6931827,30003.90,30003.90,308,0,96,0,0,[Errno 104] Connection reset by peer
zycwtiqj7y,conversation-sharegpt,completions,1775838407.3437817,1775838437.3484118,30004.63,30004.63,290,0,96,0,0,[Errno 104] Connection reset by peer
ye511mkfaz,conversation-sharegpt,completions,1775838467.3523376,1775838497.3573194,30004.98,30004.98,1121,0,96,0,0,[Errno 104] Connection reset by peer
xpseimvihc,conversation-sharegpt,completions,1775838527.363068,1775838557.366087,30003.02,30003.02,536,0,96,0,0,[Errno 104] Connection reset by peer
14ffyvnvqj,conversation-sharegpt,completions,1775838438.7006779,1775838468.7046776,30004.00,30004.00,630,0,96,0,0,[Errno 104] Connection reset by peer
ex8fsv871y,conversation-sharegpt,completions,1775838498.7075036,1775838528.7106874,30003.18,30003.18,1049,0,96,0,0,[Errno 104] Connection reset by peer
ifd0tvbdiv,conversation-sharegpt,completions,1775838347.3341758,1775838377.3399801,30005.80,30005.80,185,0,96,0,0,[Errno 104] Connection reset by peer
d4v30t9nt3,conversation-sharegpt,completions,1775838377.340107,1775838407.3436725,30003.57,30003.57,533,0,96,0,0,[Errno 104] Connection reset by peer
xff0t0pvn9,conversation-sharegpt,completions,1775838437.348532,1775838467.3522294,30003.70,30003.70,792,0,96,0,0,[Errno 104] Connection reset by peer
sdw4shnf87,conversation-sharegpt,completions,1775838468.704797,1775838498.707379,30002.58,30002.58,799,0,96,0,0,[Errno 104] Connection reset by peer
a753lc58dr,conversation-sharegpt,completions,1775838497.3574538,1775838527.3629572,30005.50,30005.50,982,0,96,0,0,[Errno 104] Connection reset by peer
blskrt05ui,conversation-sharegpt,completions,1775838528.7107906,1775838558.7143233,30003.53,30003.53,573,0,96,0,0,[Errno 104] Connection reset by peer
dxmo5bxxc0,conversation-sharegpt,completions,1775838557.366187,1775838587.3704405,30004.25,30004.25,799,0,96,0,0,[Errno 104] Connection reset by peer
1c32oc6uzh,conversation-sharegpt,completions,1775838408.6961448,1775838438.7005413,30004.40,30004.40,1416,0,96,0,0,[Errno 104] Connection reset by peer
cx1945nq4f,conversation-sharegpt,completions,1775838378.6933198,1775838408.6960022,30002.68,30002.68,685,0,96,0,0,[Errno 104] Connection reset by peer
