request_id,scenario,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
4shnf877vr,sustained-mixed,completions,1775361097.924102,1775361128.9242623,31000.16,31000.16,2159,0,140,0,0,
g72oy0ifzn,sustained-mixed,completions,1775361221.9252117,1775361252.924656,30999.44,30999.44,1649,0,70,0,0,
yzycwtiqj7,sustained-mixed,completions,1775361066.924421,1775361097.9232035,30998.78,30998.78,1179,0,117,0,0,
ki7p5tb948,sustained-mixed,completions,1775361130.9239185,1775361161.9242861,31000.37,31000.37,1649,0,110,0,0,
ibljh75lxo,sustained-mixed,completions,1775361066.9252615,1775361097.9230428,30997.78,30997.78,1349,0,78,0,0,
phr62gdswm,sustained-mixed,completions,1775361254.9236345,1775361285.9243312,31000.70,31000.70,1563,0,177,0,0,
semcikptk9,sustained-mixed,completions,1775361190.9242861,1775361221.9243083,31000.02,31000.02,575,0,118,0,0,
iiuc039tex,sustained-mixed,completions,1775361098.9237144,1775361129.923809,31000.09,31000.09,1439,0,142,0,0,
h7m35ixokc,sustained-mixed,completions,1775361222.9236305,1775361253.9241517,31000.52,31000.52,1727,0,120,0,0,
ifd0tvbdiv,sustained-mixed,completions,1775361036.0753736,1775361066.9239771,30848.60,30848.60,431,0,134,0,0,
rhocn9j2qp,sustained-mixed,completions,1775361159.9248276,1775361190.9240324,30999.20,30999.20,899,0,168,0,0,
7d5j60fkhm,sustained-mixed,completions,1775361190.925109,1775361221.9241483,30999.04,30999.04,2015,0,140,0,0,
871yzoyn6q,sustained-mixed,completions,1775361099.9243674,1775361130.9236948,30999.33,30999.33,1199,0,172,0,0,
y4la5ju9bv,sustained-mixed,completions,1775361223.9236078,1775361254.9234025,30999.79,30999.79,1179,0,166,0,0,
hv3a3zmf8m,sustained-mixed,completions,1775361036.877096,1775361066.9241793,30047.08,30047.08,1949,0,171,0,0,
f0t0pvn9er,sustained-mixed,completions,1775361067.9244092,1775361098.9233649,30998.96,30998.96,899,0,131,0,0,
mmjbqe7ckw,sustained-mixed,completions,1775361037.6785455,1775361067.9241707,30245.63,30245.63,1439,0,88,0,0,
j6bw3bme9f,sustained-mixed,completions,1775361191.9235122,1775361222.9233232,30999.81,30999.81,1563,0,189,0,0,
mvihcwi64c,sustained-mixed,completions,1775361128.924571,1775361159.9246163,31000.05,31000.05,1049,0,80,0,0,
yljexq77aw,sustained-mixed,completions,1775361161.9245176,1775361192.9235415,30999.02,30999.02,1051,0,116,0,0,
vsnujza7tz,sustained-mixed,completions,1775361252.925121,1775361283.9307823,31005.66,31005.66,1179,0,175,0,0,
k8ut0cvs4f,sustained-mixed,completions,1775361159.9254713,1775361190.9238276,30998.36,30998.36,899,0,112,0,0,
w2pcn9t84a,sustained-mixed,completions,1775361068.9241297,1775361099.924133,31000.00,31000.00,719,0,103,0,0,
ue8yfbntpb,sustained-mixed,completions,1775361192.9237387,1775361223.9233236,30999.58,30999.58,1949,0,173,0,0,
he7ur23gdp,sustained-mixed,completions,1775361128.9253657,1775361159.9244225,30999.06,30999.06,1199,0,188,0,0,
cxll4zkloo,sustained-mixed,completions,1775361252.9259708,1775361283.9306207,31004.65,31004.65,1499,0,174,0,0,
vyie6ivwpv,sustained-mixed,completions,1775361160.9248629,1775361191.9232645,30998.40,30998.40,863,0,81,0,0,
zbikcidkwn,sustained-mixed,completions,1775361038.4799514,1775361068.9238834,30443.93,30443.93,1819,0,113,0,0,
1mkfazz81s,sustained-mixed,completions,1775361097.9234095,1775361128.9240441,31000.63,31000.63,1871,0,132,0,0,
hid25owf75,sustained-mixed,completions,1775361221.924547,1775361252.9248567,31000.31,31000.31,411,0,155,0,0,
5bxxc02dgt,sustained-mixed,completions,1775361129.9240718,1775361160.924546,31000.47,31000.47,1649,0,183,0,0,
gxn0guo4kh,sustained-mixed,completions,1775361253.924383,1775361284.9242475,30999.86,30999.86,1691,0,96,0,0,
