LAST SEEN   TYPE      REASON                OBJECT                                                               MESSAGE
44m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-gnfbm                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-gnfbm to kserve-control-plane
20m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-kdzq2                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-kdzq2 to kserve-control-plane
44m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-wlqfz                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-wlqfz to kserve-control-plane
20m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-cv5wt                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-cv5wt to kserve-control-plane
20m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-6vvlk                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-6vvlk to kserve-control-plane
44m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-767jh                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-767jh to kserve-control-plane
18m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-router-scheduler-5c7497f4b8-jwbfm    Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-5c7497f4b8-jwbfm to kserve-control-plane
20m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-5zmsz                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-5zmsz to kserve-control-plane
42m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-router-scheduler-5cd5b84dd7-bcznf    Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-5cd5b84dd7-bcznf to kserve-control-plane
44m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-router-scheduler-6b55b766c4-64ltb    Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-6b55b766c4-64ltb to kserve-control-plane
