request_id,scenario,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
okc1msy4la,short-bursts,completions,1775622673.1695259,1775622673.1713235,1.80,1.80,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
j17mgfxc08,short-bursts,completions,1775622716.1382163,1775622716.1393487,1.13,1.13,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
l1n13jcat9,short-bursts,completions,1775622681.7530909,1775622681.7552404,2.15,2.15,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
pq85jsg65k,short-bursts,completions,1775622660.795155,1775622660.7962697,1.11,1.11,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
rfcd6mzsgi,short-bursts,completions,1775622722.0640454,1775622722.0654745,1.43,1.43,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
g10ur5l8a7,short-bursts,completions,1775622769.1836143,1775622769.185083,1.47,1.47,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
zcywd14ve9,short-bursts,completions,1775622682.501928,1775622682.5033534,1.43,1.43,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
4z7w2sehe2,short-bursts,completions,1775622736.0907996,1775622736.0918562,1.06,1.06,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
2vajepecqn,short-bursts,completions,1775622712.3411257,1775622712.344176,3.05,3.05,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
y4lyk83tql,short-bursts,completions,1775622690.2433534,1775622690.2448654,1.51,1.51,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
t0sx5wvfgy,short-bursts,completions,1775622726.3216655,1775622726.3238356,2.17,2.17,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
82kkzmpjrh,short-bursts,completions,1775622751.0893116,1775622751.0907722,1.46,1.46,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
q1uymrlrmj,short-bursts,completions,1775622683.5072553,1775622683.509209,1.95,1.95,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
2xf8e8ld4d,short-bursts,completions,1775622695.3233573,1775622695.3247323,1.37,1.37,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
wtektsg7fx,short-bursts,completions,1775622739.4099793,1775622739.4111176,1.14,1.14,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
w5rtwiykid,short-bursts,completions,1775622698.3084788,1775622698.3094795,1.00,1.00,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
kipu1wyuvx,short-bursts,completions,1775622716.05656,1775622716.0587883,2.23,2.23,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
16zzoilkqx,short-bursts,completions,1775622770.5650017,1775622770.5664518,1.45,1.45,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
153a5qbswr,short-bursts,completions,1775622690.5142643,1775622690.5155256,1.26,1.26,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
uq9e5cozro,short-bursts,completions,1775622737.5728872,1775622737.5758176,2.93,2.93,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
z02xrghc0c,short-bursts,completions,1775622665.524365,1775622665.525815,1.45,1.45,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
p8hqmabsi9,short-bursts,completions,1775622730.5924025,1775622730.593831,1.43,1.43,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
g1m8xfdjgf,short-bursts,completions,1775622720.626245,1775622720.627267,1.02,1.02,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
fliji18k0a,short-bursts,completions,1775622758.663172,1775622758.6645434,1.37,1.37,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
8jdp0lvsnu,short-bursts,completions,1775622673.8905256,1775622673.8919957,1.47,1.47,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
svn7n1ybwm,short-bursts,completions,1775622722.3242643,1775622722.3256624,1.40,1.40,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
qodpxnf7c3,short-bursts,completions,1775622714.048112,1775622714.0495143,1.40,1.40,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
bb9eitnn8z,short-bursts,completions,1775622709.421597,1775622709.4226375,1.04,1.04,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
txki3oqyfo,short-bursts,completions,1775622740.8384717,1775622740.83993,1.46,1.46,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
jjeget1ghr,short-bursts,completions,1775622685.540922,1775622685.5421684,1.25,1.25,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
6befflzm76,short-bursts,completions,1775622739.0306811,1775622739.032134,1.45,1.45,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
74frhocn9j,short-bursts,completions,1775622663.2057657,1775622663.2069902,1.22,1.22,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
8bfqnpcenl,short-bursts,completions,1775622735.4477534,1775622735.448794,1.04,1.04,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
srd9q46nou,short-bursts,completions,1775622771.48298,1775622771.4852142,2.23,2.23,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
ia5u6hc36k,short-bursts,completions,1775622709.3447337,1775622709.346202,1.47,1.47,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
zewviytwbo,short-bursts,completions,1775622752.2294092,1775622752.2308261,1.42,1.42,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
f1t2tala75,short-bursts,completions,1775622660.8747008,1775622660.8757913,1.09,1.09,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
ldzmfb7r31,short-bursts,completions,1775622730.699437,1775622730.7009802,1.54,1.54,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
citfoyqbkk,short-bursts,completions,1775622688.9770322,1775622688.9785,1.47,1.47,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
hpmnz1udbf,short-bursts,completions,1775622716.158716,1775622716.15977,1.05,1.05,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
iuc039tex8,short-bursts,completions,1775622661.5018406,1775622661.5035884,1.75,1.75,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
93kmkzebbk,short-bursts,completions,1775622686.351509,1775622686.3529603,1.45,1.45,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
r5xqt4p501,short-bursts,completions,1775622742.6874053,1775622742.6884322,1.03,1.03,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
1gspk9p38q,short-bursts,completions,1775622689.6682405,1775622689.6695251,1.28,1.28,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
9dvnu80b6u,short-bursts,completions,1775622721.3727217,1775622721.3738167,1.10,1.10,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
2gc5wi6fqj,short-bursts,completions,1775622701.3209908,1775622701.3223903,1.40,1.40,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
yb8dalfyo1,short-bursts,completions,1775622748.0911477,1775622748.0933654,2.22,2.22,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
0rjiw1swjc,short-bursts,completions,1775622677.7004545,1775622677.7018766,1.42,1.42,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
y5y2jr8kk7,short-bursts,completions,1775622749.5758133,1775622749.577262,1.45,1.45,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
4ivsolmlgs,short-bursts,completions,1775622720.5644317,1775622720.565895,1.46,1.46,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
yv2stn7e36,short-bursts,completions,1775622759.8946962,1775622759.8960605,1.36,1.36,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
zja8dzr1yx,short-bursts,completions,1775622683.7257664,1775622683.7266653,0.90,0.90,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
jxrpj1epky,short-bursts,completions,1775622717.074165,1775622717.0755582,1.39,1.39,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
zzpqk51fpk,short-bursts,completions,1775622652.7567594,1775622652.7573712,0.61,0.61,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
1dakrm8j5e,short-bursts,completions,1775622686.958158,1775622686.9603477,2.19,2.19,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
