request_id,scenario,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
ye511mkfaz,conversation-sharegpt,completions,1775837713.1220992,1775837743.1263278,30004.23,30004.23,1121,0,96,0,0,[Errno 104] Connection reset by peer
14ffyvnvqj,conversation-sharegpt,completions,1775837684.468418,1775837714.4710307,30002.61,30002.61,630,0,96,0,0,[Errno 104] Connection reset by peer
ex8fsv871y,conversation-sharegpt,completions,1775837744.4753876,1775837774.4782078,30002.82,30002.82,1049,0,96,0,0,[Errno 104] Connection reset by peer
xpseimvihc,conversation-sharegpt,completions,1775837773.1298735,1775837803.1341634,30004.29,30004.29,536,0,96,0,0,[Errno 104] Connection reset by peer
ifd0tvbdiv,conversation-sharegpt,completions,1775837593.1009192,1775837623.1077619,30006.84,30006.84,185,0,96,0,0,[Errno 104] Connection reset by peer
d4v30t9nt3,conversation-sharegpt,completions,1775837623.1079047,1775837653.1130455,30005.14,30005.14,533,0,96,0,0,[Errno 104] Connection reset by peer
xff0t0pvn9,conversation-sharegpt,completions,1775837683.1169393,1775837713.1219943,30005.05,30005.05,792,0,96,0,0,[Errno 104] Connection reset by peer
a753lc58dr,conversation-sharegpt,completions,1775837743.1264431,1775837773.1297743,30003.33,30003.33,982,0,96,0,0,[Errno 104] Connection reset by peer
dxmo5bxxc0,conversation-sharegpt,completions,1775837803.134259,1775837833.1388476,30004.59,30004.59,799,0,96,0,0,[Errno 104] Connection reset by peer
1c32oc6uzh,conversation-sharegpt,completions,1775837654.4632452,1775837684.468308,30005.06,30005.06,1416,0,96,0,0,[Errno 104] Connection reset by peer
sdw4shnf87,conversation-sharegpt,completions,1775837714.4712546,1775837744.4752827,30004.03,30004.03,799,0,96,0,0,[Errno 104] Connection reset by peer
blskrt05ui,conversation-sharegpt,completions,1775837774.478318,1775837804.4801004,30001.78,30001.78,573,0,96,0,0,[Errno 104] Connection reset by peer
cx1945nq4f,conversation-sharegpt,completions,1775837624.4587457,1775837654.4631243,30004.38,30004.38,685,0,96,0,0,[Errno 104] Connection reset by peer
zpqk51fpkh,conversation-sharegpt,completions,1775837594.4561532,1775837624.4585629,30002.41,30002.41,308,0,96,0,0,[Errno 104] Connection reset by peer
zycwtiqj7y,conversation-sharegpt,completions,1775837653.1131666,1775837683.1168103,30003.64,30003.64,290,0,96,0,0,[Errno 104] Connection reset by peer
