request_id,scenario,phase_name,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
zbikcidkwn,scaling-step,warmup,completions,1776105330.59283,1776105375.921149,45328.32,45328.32,783,0,88,0,0,
3qk2iagl58,scaling-step,scale_up,completions,1776105396.9201343,1776105442.9199839,45999.85,45999.85,648,0,89,0,0,
v08hhxfgca,scaling-step,scale_up,completions,1776105479.920006,1776105525.9207456,46000.74,46000.74,1135,0,71,0,0,
yihair4cow,scaling-step,scale_up,completions,1776105413.9202368,1776105459.91997,45999.73,45999.73,542,0,94,0,0,
1ht7pze9vi,scaling-step,scale_up,completions,1776105490.921318,1776105536.9199295,45998.61,45998.61,982,0,120,0,0,
nf4zw9xa3k,scaling-step,scale_up,completions,1776105383.9200401,1776105429.9192958,45999.26,45999.26,411,0,95,0,0,
ertj5pht0h,scaling-step,scale_up,completions,1776105351.5994077,1776105396.9199066,45320.50,45320.50,1049,0,80,0,0,
ytjxepq85j,scaling-step,scale_up,completions,1776105348.5942411,1776105393.9195642,45325.32,45325.32,1162,0,78,0,0,
8j5ecruyf3,scaling-step,scale_up,completions,1776105471.9200208,1776105517.9195282,45999.51,45999.51,641,0,87,0,0,
dppq0y9dom,scaling-step,scale_up,completions,1776105354.6047468,1776105399.919729,45314.98,45314.98,537,0,76,0,0,
rbsv55psq0,scaling-step,scale_up,completions,1776105509.9201612,1776105555.9222612,46002.10,46002.10,913,0,83,0,0,
hv3a3zmf8m,scaling-step,warmup,completions,1776105322.591676,1776105367.9199991,45328.32,45328.32,550,0,117,0,0,
4gh2m5zja8,scaling-step,scale_up,completions,1776105446.9206476,1776105492.9195993,45998.95,45998.95,442,0,127,0,0,
rjrny20479,scaling-step,scale_up,completions,1776105437.9196296,1776105483.9228685,46003.24,46003.24,881,0,92,0,0,
jcat9mx2x1,scaling-step,scale_up,completions,1776105440.9201882,1776105486.9216669,46001.48,46001.48,770,0,117,0,0,
rixa11dpg8,scaling-step,scale_up,completions,1776105417.9202094,1776105463.920084,45999.87,45999.87,947,0,113,0,0,
pn6qfgsxw7,scaling-step,scale_up,completions,1776105444.9206374,1776105490.9210997,46000.46,46000.46,993,0,77,0,0,
