timestamp,num_requests_running,num_requests_waiting,avg_generation_throughput_toks_per_s,kv_cache_usage_perc,ready_replicas
1775623312.9615414,1.0,0.0,0.0,0.1098901098901095,1.0
1775623317.9938166,1.0,0.0,0.0,0.1098901098901095,1.0
1775623323.0325222,1.0,0.0,0.0,0.1098901098901095,1.0
1775623328.0742188,1.0,0.0,0.0,0.1098901098901095,1.0
1775623333.1204736,1.0,0.0,0.0,0.1098901098901095,1.0
1775623338.1639922,1.0,0.0,0.0,0.1098901098901095,1.0
1775623343.2066739,1.0,0.0,0.0,0.1098901098901095,1.0
1775623348.250148,1.0,0.0,0.0,0.1098901098901095,1.0
1775623353.298703,1.0,0.0,0.0,0.1098901098901095,1.0
1775623358.3454285,1.0,0.0,0.0,0.1098901098901095,1.0
1775623363.393656,1.0,0.0,0.0,0.1098901098901095,1.0
1775623368.4430304,1.0,0.0,0.0,0.1098901098901095,1.0
1775623373.4927921,1.0,0.0,0.0,0.1098901098901095,1.0
1775623378.5352578,1.0,0.0,0.0,0.1098901098901095,1.0
1775623383.579992,1.0,0.0,0.0,0.1098901098901095,1.0
1775623388.6246896,1.0,0.0,0.0,0.1098901098901095,1.0
1775623393.6672142,1.0,0.0,0.0,0.1098901098901095,1.0
1775623398.7102566,1.0,0.0,0.0,0.1098901098901095,1.0
1775623403.7557344,1.0,0.0,0.0,0.1098901098901095,1.0
1775623408.80018,1.0,0.0,0.0,0.1098901098901095,1.0
1775623413.8491557,1.0,0.0,0.0,0.1098901098901095,1.0
1775623418.8926923,1.0,0.0,0.0,0.1098901098901095,1.0
1775623423.9375448,1.0,0.0,0.0,0.1098901098901095,1.0
1775623428.9807787,1.0,0.0,0.0,0.1098901098901095,1.0
1775623434.0252595,1.0,0.0,0.0,0.1098901098901095,1.0
1775623439.068164,1.0,0.0,0.0,0.1098901098901095,1.0
1775623444.112031,1.0,0.0,0.0,0.1098901098901095,1.0
1775623449.1556199,1.0,0.0,0.0,0.1098901098901095,1.0
1775623454.1993806,1.0,0.0,0.0,0.1098901098901095,1.0
