request_id,scenario,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
ye511mkfaz,conversation-sharegpt,completions,1775837381.9466455,1775837411.950735,30004.09,30004.09,1121,0,96,0,0,[Errno 104] Connection reset by peer
14ffyvnvqj,conversation-sharegpt,completions,1775837353.2934146,1775837383.2973464,30003.93,30003.93,630,0,96,0,0,[Errno 104] Connection reset by peer
ex8fsv871y,conversation-sharegpt,completions,1775837413.2995281,1775837443.3024323,30002.90,30002.90,1049,0,96,0,0,[Errno 104] Connection reset by peer
xpseimvihc,conversation-sharegpt,completions,1775837441.9544566,1775837471.9579403,30003.48,30003.48,536,0,96,0,0,[Errno 104] Connection reset by peer
ifd0tvbdiv,conversation-sharegpt,completions,1775837261.928357,1775837291.9337783,30005.42,30005.42,185,0,96,0,0,[Errno 104] Connection reset by peer
d4v30t9nt3,conversation-sharegpt,completions,1775837291.9339004,1775837321.9378905,30003.99,30003.99,533,0,96,0,0,[Errno 104] Connection reset by peer
xff0t0pvn9,conversation-sharegpt,completions,1775837351.9433305,1775837381.9465044,30003.17,30003.17,792,0,96,0,0,[Errno 104] Connection reset by peer
a753lc58dr,conversation-sharegpt,completions,1775837411.9508376,1775837441.9543757,30003.54,30003.54,982,0,96,0,0,[Errno 104] Connection reset by peer
dxmo5bxxc0,conversation-sharegpt,completions,1775837471.9580386,1775837501.9617777,30003.74,30003.74,799,0,96,0,0,[Errno 104] Connection reset by peer
1c32oc6uzh,conversation-sharegpt,completions,1775837323.289087,1775837353.2933013,30004.21,30004.21,1416,0,96,0,0,[Errno 104] Connection reset by peer
sdw4shnf87,conversation-sharegpt,completions,1775837383.2974596,1775837413.2994475,30001.99,30001.99,799,0,96,0,0,[Errno 104] Connection reset by peer
zpqk51fpkh,conversation-sharegpt,completions,1775837263.2829475,1775837293.2864425,30003.49,30003.49,308,0,96,0,0,[Errno 104] Connection reset by peer
blskrt05ui,conversation-sharegpt,completions,1775837443.302544,1775837473.3059776,30003.43,30003.43,573,0,96,0,0,[Errno 104] Connection reset by peer
cx1945nq4f,conversation-sharegpt,completions,1775837293.2865756,1775837323.2889287,30002.35,30002.35,685,0,96,0,0,[Errno 104] Connection reset by peer
zycwtiqj7y,conversation-sharegpt,completions,1775837321.938012,1775837351.9432309,30005.22,30005.22,290,0,96,0,0,[Errno 104] Connection reset by peer
