run_dir,model_key,scenario,policy_key,policy_type,requests_total_recorded,requests_ok,requests_failed,error_rate,latency_p50_ms,latency_p95_ms,ttft_p50_ms,ttft_p95_ms,avg_waiting_requests,max_waiting_requests,avg_running_requests,max_running_requests,avg_generation_toks_per_s,max_generation_toks_per_s,avg_kv_cache_usage_perc,max_kv_cache_usage_perc,avg_ready_replicas,min_ready_replicas,max_ready_replicas,replica_change_events,policy_settle_seconds,max_in_flight
/users/Torence/llm-kserve-autoscaling/results/policy_study/qwen25_05b_instruct/short-bursts/keda-token-cache-composite_20260407_235911,qwen25_05b_instruct,short-bursts,keda-token-cache-composite,keda-composite,177,0,177,1.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.1098901098901095,0.1098901098901095,1.0,1.0,1.0,0,45,4
/users/Torence/llm-kserve-autoscaling/results/policy_study/qwen25_05b_instruct/short-bursts/hpa-cpu-baseline_20260407_232221,qwen25_05b_instruct,short-bursts,hpa-cpu-baseline,hpa,177,0,177,1.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.1098901098901095,0.1098901098901095,1.0,1.0,1.0,0,45,4
/users/Torence/llm-kserve-autoscaling/results/policy_study/qwen25_05b_instruct/short-bursts/keda-token-aware_20260407_235201,qwen25_05b_instruct,short-bursts,keda-token-aware,keda-prometheus,177,0,177,1.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.1098901098901095,0.1098901098901095,1.0,1.0,1.0,0,45,4
/users/Torence/llm-kserve-autoscaling/results/policy_study/qwen25_05b_instruct/short-bursts/keda-token-aware_20260407_234810,qwen25_05b_instruct,short-bursts,keda-token-aware,keda-prometheus,177,0,177,1.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.1098901098901095,0.1098901098901095,1.0,1.0,1.0,0,45,4
/users/Torence/llm-kserve-autoscaling/results/policy_study/qwen25_05b_instruct/short-bursts/keda-token-cache-composite_20260407_235521,qwen25_05b_instruct,short-bursts,keda-token-cache-composite,keda-composite,177,0,177,1.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.1098901098901095,0.1098901098901095,1.0,1.0,1.0,0,45,4
/users/Torence/llm-kserve-autoscaling/results/policy_study/qwen25_05b_instruct/short-bursts/hpa-cpu-baseline_20260407_233000,qwen25_05b_instruct,short-bursts,hpa-cpu-baseline,hpa,177,0,177,1.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.1098901098901095,0.1098901098901095,1.0,1.0,1.0,0,45,4
/users/Torence/llm-kserve-autoscaling/results/policy_study/qwen25_05b_instruct/short-bursts/keda-waiting-requests_20260407_233710,qwen25_05b_instruct,short-bursts,keda-waiting-requests,keda-prometheus,177,0,177,1.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.1098901098901095,0.1098901098901095,1.0,1.0,1.0,0,45,4
/users/Torence/llm-kserve-autoscaling/results/policy_study/qwen25_05b_instruct/short-bursts/keda-waiting-requests_20260407_234100,qwen25_05b_instruct,short-bursts,keda-waiting-requests,keda-prometheus,177,0,177,1.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.1098901098901095,0.1098901098901095,1.0,1.0,1.0,0,45,4
/users/Torence/llm-kserve-autoscaling/results/policy_study/qwen25_05b_instruct/short-bursts/hpa-cpu-baseline_20260407_232611,qwen25_05b_instruct,short-bursts,hpa-cpu-baseline,hpa,177,0,177,1.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.1098901098901095,0.1098901098901095,1.0,1.0,1.0,0,45,4
/users/Torence/llm-kserve-autoscaling/results/policy_study/qwen25_05b_instruct/short-bursts/keda-waiting-requests_20260407_233320,qwen25_05b_instruct,short-bursts,keda-waiting-requests,keda-prometheus,177,0,177,1.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.1098901098901095,0.1098901098901095,1.0,1.0,1.0,0,45,4
/users/Torence/llm-kserve-autoscaling/results/policy_study/qwen25_05b_instruct/short-bursts/keda-token-aware_20260407_234420,qwen25_05b_instruct,short-bursts,keda-token-aware,keda-prometheus,177,0,177,1.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.1098901098901095,0.1098901098901095,1.0,1.0,1.0,0,45,4
/users/Torence/llm-kserve-autoscaling/results/policy_study/qwen25_05b_instruct/short-bursts/keda-token-cache-composite_20260408_000302,qwen25_05b_instruct,short-bursts,keda-token-cache-composite,keda-composite,177,0,177,1.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.1098901098901095,0.1098901098901095,1.0,1.0,1.0,0,45,4
