request_id,scenario,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
okc1msy4la,short-bursts,completions,1775622443.5362298,1775622443.5380917,1.86,1.86,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
j17mgfxc08,short-bursts,completions,1775622486.508341,1775622486.509351,1.01,1.01,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
l1n13jcat9,short-bursts,completions,1775622452.1205144,1775622452.123162,2.65,2.65,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
pq85jsg65k,short-bursts,completions,1775622431.163255,1775622431.1643887,1.13,1.13,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
rfcd6mzsgi,short-bursts,completions,1775622492.432672,1775622492.4341025,1.43,1.43,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
g10ur5l8a7,short-bursts,completions,1775622539.550205,1775622539.5516336,1.43,1.43,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
zcywd14ve9,short-bursts,completions,1775622452.869713,1775622452.8708496,1.14,1.14,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
4z7w2sehe2,short-bursts,completions,1775622506.457151,1775622506.4581795,1.03,1.03,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
2vajepecqn,short-bursts,completions,1775622482.7111557,1775622482.7142215,3.07,3.07,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
t0sx5wvfgy,short-bursts,completions,1775622496.6901376,1775622496.692248,2.11,2.11,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
82kkzmpjrh,short-bursts,completions,1775622521.4541652,1775622521.4558208,1.66,1.66,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
q1uymrlrmj,short-bursts,completions,1775622453.876035,1775622453.877987,1.95,1.95,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
2xf8e8ld4d,short-bursts,completions,1775622465.6928418,1775622465.6940148,1.17,1.17,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
wtektsg7fx,short-bursts,completions,1775622509.774638,1775622509.7758987,1.26,1.26,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
w5rtwiykid,short-bursts,completions,1775622468.6801934,1775622468.681185,0.99,0.99,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
kipu1wyuvx,short-bursts,completions,1775622486.4266045,1775622486.4289262,2.32,2.32,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
16zzoilkqx,short-bursts,completions,1775622540.9315407,1775622540.9330468,1.51,1.51,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
153a5qbswr,short-bursts,completions,1775622460.883257,1775622460.8843298,1.07,1.07,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
uq9e5cozro,short-bursts,completions,1775622507.9391716,1775622507.941745,2.57,2.57,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
z02xrghc0c,short-bursts,completions,1775622435.8917434,1775622435.8932457,1.50,1.50,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
p8hqmabsi9,short-bursts,completions,1775622500.960669,1775622500.9622302,1.56,1.56,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
g1m8xfdjgf,short-bursts,completions,1775622490.9953208,1775622490.9963648,1.04,1.04,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
fliji18k0a,short-bursts,completions,1775622529.0291836,1775622529.0301943,1.01,1.01,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
8jdp0lvsnu,short-bursts,completions,1775622444.2573414,1775622444.2587497,1.41,1.41,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
svn7n1ybwm,short-bursts,completions,1775622492.6928358,1775622492.6941936,1.36,1.36,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
qodpxnf7c3,short-bursts,completions,1775622484.4182925,1775622484.4197032,1.41,1.41,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
bb9eitnn8z,short-bursts,completions,1775622479.792501,1775622479.7936115,1.11,1.11,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
txki3oqyfo,short-bursts,completions,1775622511.2023785,1775622511.2038264,1.45,1.45,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
jjeget1ghr,short-bursts,completions,1775622455.909967,1775622455.9114242,1.46,1.46,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
6befflzm76,short-bursts,completions,1775622509.3953578,1775622509.3968108,1.45,1.45,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
74frhocn9j,short-bursts,completions,1775622433.5727215,1775622433.573896,1.17,1.17,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
8bfqnpcenl,short-bursts,completions,1775622505.8143072,1775622505.8153675,1.06,1.06,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
srd9q46nou,short-bursts,completions,1775622541.8495522,1775622541.8518329,2.28,2.28,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
ia5u6hc36k,short-bursts,completions,1775622479.7156153,1775622479.7170863,1.47,1.47,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
zewviytwbo,short-bursts,completions,1775622522.5944798,1775622522.5959566,1.48,1.48,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
f1t2tala75,short-bursts,completions,1775622431.2427735,1775622431.2438402,1.07,1.07,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
ldzmfb7r31,short-bursts,completions,1775622501.06763,1775622501.0686502,1.02,1.02,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
citfoyqbkk,short-bursts,completions,1775622459.3458645,1775622459.347352,1.49,1.49,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
hpmnz1udbf,short-bursts,completions,1775622486.5286975,1775622486.5297446,1.05,1.05,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
