timestamp,num_requests_running,num_requests_waiting,avg_generation_throughput_toks_per_s,kv_cache_usage_perc,ready_replicas
1775622423.0232215,1.0,0.0,0.0,0.1098901098901095,1.0
1775622428.05728,1.0,0.0,0.0,0.1098901098901095,1.0
1775622433.0968034,1.0,0.0,0.0,0.1098901098901095,1.0
1775622438.1458797,1.0,0.0,0.0,0.1098901098901095,1.0
1775622443.1896415,1.0,0.0,0.0,0.1098901098901095,1.0
1775622448.2339084,1.0,0.0,0.0,0.1098901098901095,1.0
1775622453.2798061,1.0,0.0,0.0,0.1098901098901095,1.0
1775622458.3222437,1.0,0.0,0.0,0.1098901098901095,1.0
1775622463.3662007,1.0,0.0,0.0,0.1098901098901095,1.0
1775622468.4106026,1.0,0.0,0.0,0.1098901098901095,1.0
1775622473.4550314,1.0,0.0,0.0,0.1098901098901095,1.0
1775622478.500747,1.0,0.0,0.0,0.1098901098901095,1.0
1775622483.5452757,1.0,0.0,0.0,0.1098901098901095,1.0
1775622488.5880125,1.0,0.0,0.0,0.1098901098901095,1.0
1775622493.6316564,1.0,0.0,0.0,0.1098901098901095,1.0
1775622498.6764107,1.0,0.0,0.0,0.1098901098901095,1.0
1775622503.719549,1.0,0.0,0.0,0.1098901098901095,1.0
1775622508.762498,1.0,0.0,0.0,0.1098901098901095,1.0
1775622513.801567,1.0,0.0,0.0,0.1098901098901095,1.0
1775622518.8526628,1.0,0.0,0.0,0.1098901098901095,1.0
1775622523.8961241,1.0,0.0,0.0,0.1098901098901095,1.0
1775622528.9444208,1.0,0.0,0.0,0.1098901098901095,1.0
1775622533.9952538,1.0,0.0,0.0,0.1098901098901095,1.0
1775622539.041113,1.0,0.0,0.0,0.1098901098901095,1.0
1775622544.0816882,1.0,0.0,0.0,0.1098901098901095,1.0
1775622549.1242795,1.0,0.0,0.0,0.1098901098901095,1.0
1775622554.1682258,1.0,0.0,0.0,0.1098901098901095,1.0
1775622559.2125657,1.0,0.0,0.0,0.1098901098901095,1.0
1775622564.257214,1.0,0.0,0.0,0.1098901098901095,1.0
