LAST SEEN   TYPE      REASON                OBJECT                                                                            MESSAGE
13m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-router-scheduler-75ffb48f6-xbqsm                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-75ffb48f6-xbqsm to kserve-control-plane
3m57s       Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-mztmv                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-mztmv to kserve-control-plane
20m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-w8dnd                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-w8dnd to kserve-control-plane
18m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-router-scheduler-54bf889579-w5kpv                 Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-54bf889579-w5kpv to kserve-control-plane
20m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-jtlhh                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-jtlhh to kserve-control-plane
4m12s       Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-5k97t                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-5k97t to kserve-control-plane
30m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-2bm59                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-2bm59 to kserve-control-plane
25m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-gtgwd                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-gtgwd to kserve-control-plane
9m32s       Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-876xx                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-876xx to kserve-control-plane
30m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-lrtth                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-lrtth to kserve-control-plane
20m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-ql8p8                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-ql8p8 to kserve-control-plane
30m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-8scw8                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-8scw8 to kserve-control-plane
30m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-jvff7                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-jvff7 to kserve-control-plane
29m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-router-scheduler-6ff49f8455-2blz7                 Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-6ff49f8455-2blz7 to kserve-control-plane
9m32s       Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-9bsfv                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-9bsfv to kserve-control-plane
9m32s       Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-2ssdb                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-2ssdb to kserve-control-plane
6m46s       Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-router-scheduler-cb55ddb98-94q2k                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-cb55ddb98-94q2k to kserve-control-plane
15m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-vtzv7                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-vtzv7 to kserve-control-plane
14m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-vrcdg                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-vrcdg to kserve-control-plane
25m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-rk768                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-rk768 to kserve-control-plane
23m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-router-scheduler-8c5dc967f-bkv5s                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-8c5dc967f-bkv5s to kserve-control-plane
25m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-m6pn7                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-m6pn7 to kserve-control-plane
13m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-router-scheduler-78c8db7d68-f8vlx                 Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-78c8db7d68-f8vlx to kserve-control-plane
15m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-dcpjb                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-dcpjb to kserve-control-plane
