LAST SEEN   TYPE      REASON                         OBJECT                                                                            MESSAGE
6m57s       Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-router-scheduler-656876b9bf-cvf9j                 Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-656876b9bf-cvf9j to kserve-control-plane
16m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-7t6w5                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-7t6w5 to kserve-control-plane
58m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-router-scheduler-886847d5-dc27g                   Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-886847d5-dc27g to kserve-control-plane
60m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-fpsq8                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-fpsq8 to kserve-control-plane
60m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-vqz7m                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-vqz7m to kserve-control-plane
3m47s       Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-router-scheduler-6dd4ffff8-pvwpr                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-6dd4ffff8-pvwpr to kserve-control-plane
4m4s        Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-4rlfn                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-4rlfn to kserve-control-plane
4m4s        Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-7cdq4                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-7cdq4 to kserve-control-plane
22m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-fprmf                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-fprmf to kserve-control-plane
16m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-84gk2                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-84gk2 to kserve-control-plane
19m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-router-scheduler-5dc7ccd88f-628tg                 Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-5dc7ccd88f-628tg to kserve-control-plane
60m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-wmf9h                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-wmf9h to kserve-control-plane
14m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-router-scheduler-5f6d66cff6-whkk9                 Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-5f6d66cff6-whkk9 to kserve-control-plane
11m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-prvh5                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-prvh5 to kserve-control-plane
27m         Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-5gl5f                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-5gl5f to kserve-control-plane
4m4s        Normal    Scheduled                      pod/qwen25-0-5b-instruct-kserve-665bf8f748-cxpzg                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-cxpzg to kserve-control-plane
