request_id,scenario,phase_name,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
zbikcidkwn,scaling-step,warmup,completions,1776104444.549091,1776104489.920008,45370.92,45370.92,783,0,88,0,0,
3qk2iagl58,scaling-step,scale_up,completions,1776104510.9211967,1776104556.9192963,45998.10,45998.10,648,0,89,0,0,
v08hhxfgca,scaling-step,scale_up,completions,1776104593.9202302,1776104639.9199874,45999.76,45999.76,1135,0,71,0,0,
tx63cfl0uk,scaling-step,scale_up,completions,1776104599.9208965,1776104645.9216611,46000.76,46000.76,713,0,78,0,0,
1ht7pze9vi,scaling-step,scale_up,completions,1776104604.9212322,1776104650.9199715,45998.74,45998.74,982,0,120,0,0,
nf4zw9xa3k,scaling-step,scale_up,completions,1776104497.920183,1776104543.9196908,45999.51,45999.51,411,0,95,0,0,
ertj5pht0h,scaling-step,scale_up,completions,1776104465.5531194,1776104510.9209619,45367.84,45367.84,1049,0,80,0,0,
ytjxepq85j,scaling-step,scale_up,completions,1776104462.5474658,1776104507.9196517,45372.19,45372.19,1162,0,78,0,0,
dppq0y9dom,scaling-step,scale_up,completions,1776104468.5592833,1776104513.919436,45360.15,45360.15,537,0,76,0,0,
rbsv55psq0,scaling-step,scale_up,completions,1776104623.9197304,1776104669.9236257,46003.90,46003.90,913,0,83,0,0,
4gh2m5zja8,scaling-step,scale_up,completions,1776104560.9196033,1776104606.9193947,45999.79,45999.79,442,0,127,0,0,
rixa11dpg8,scaling-step,scale_up,completions,1776104531.9201102,1776104577.9194095,45999.30,45999.30,947,0,113,0,0,
4ve92mpnsm,scaling-step,scale_up,completions,1776104557.9198325,1776104603.9212093,46001.38,46001.38,1175,0,102,0,0,
pn6qfgsxw7,scaling-step,scale_up,completions,1776104558.9201999,1776104604.9209948,46000.79,46000.79,993,0,77,0,0,
mu5907if2g,scaling-step,scale_up,completions,1776104508.9208946,1776104554.9197361,45998.84,45998.84,1031,0,77,0,0,
rjrny20479,scaling-step,scale_up,completions,1776104551.9196715,1776104597.923263,46003.59,46003.59,881,0,92,0,0,
60rjiw1swj,scaling-step,scale_up,completions,1776104539.9208865,1776104585.9204736,45999.59,45999.59,610,0,121,0,0,
mly4lyk83t,scaling-step,scale_up,completions,1776104602.920259,1776104648.9199517,45999.69,45999.69,411,0,124,0,0,
hv3a3zmf8m,scaling-step,warmup,completions,1776104436.5467615,1776104481.9199207,45373.16,45373.16,550,0,117,0,0,
edtjvzhwjr,scaling-step,scale_up,completions,1776104501.9198368,1776104547.9198656,46000.03,46000.03,455,0,97,0,0,
41ibljh75l,scaling-step,warmup,completions,1776104452.5561469,1776104497.9199314,45363.78,45363.78,565,0,105,0,0,
p9e6gbps3y,scaling-step,scale_up,completions,1776104512.9199939,1776104558.9199271,45999.93,45999.93,1467,0,104,0,0,
74frhocn9j,scaling-step,scale_up,completions,1776104477.9217584,1776104523.919405,45997.65,45997.65,346,0,75,0,0,
y4la5ju9bv,scaling-step,scale_up,completions,1776104511.9210446,1776104557.9195528,45998.51,45998.51,566,0,115,0,0,
ff0t0pvn9e,scaling-step,warmup,completions,1776104456.5580232,1776104501.919604,45361.58,45361.58,792,0,122,0,0,
u7eeqtul1p,scaling-step,scale_up,completions,1776104535.9200675,1776104581.9194174,45999.35,45999.35,917,0,70,0,0,
8j5ecruyf3,scaling-step,scale_up,completions,1776104585.9207478,1776104631.9201565,45999.41,45999.41,641,0,87,0,0,
pseimvihcw,scaling-step,scale_up,completions,1776104466.555601,1776104511.920815,45365.21,45365.21,746,0,111,0,0,
td96qe3rzs,scaling-step,scale_up,completions,1776104605.9201977,1776104651.9208736,46000.68,46000.68,605,0,65,0,0,
z02xrghc0c,scaling-step,scale_up,completions,1776104481.920203,1776104527.9198418,45999.64,45999.64,623,0,118,0,0,
wire8qjnv8,scaling-step,scale_up,completions,1776104555.9203522,1776104601.9199908,45999.64,45999.64,2349,0,66,0,0,
4ufel6246h,scaling-step,scale_up,completions,1776104507.9198825,1776104553.920014,46000.13,46000.13,1036,0,68,0,0,
tm9tmqlizl,scaling-step,scale_up,completions,1776104573.9196098,1776104619.9207845,46001.17,46001.17,622,0,124,0,0,
3bme9fpzue,scaling-step,scale_up,completions,1776104505.9198756,1776104551.9193778,45999.50,45999.50,586,0,118,0,0,
mmjbqe7ckw,scaling-step,warmup,completions,1776104440.5477166,1776104485.9196856,45371.97,45371.97,681,0,76,0,0,
z7srcbpljd,scaling-step,scale_up,completions,1776104600.9200668,1776104646.920404,46000.34,46000.34,827,0,102,0,0,
ren93iiuc0,scaling-step,scale_up,completions,1776104464.5516562,1776104509.9208286,45369.17,45369.17,1284,0,105,0,0,
yzycwtiqj7,scaling-step,warmup,completions,1776104448.5498233,1776104493.9201767,45370.35,45370.35,700,0,90,0,0,
cxll4zkloo,scaling-step,scale_up,completions,1776104513.9196866,1776104559.9197643,46000.08,46000.08,706,0,119,0,0,
gqpki7p5tb,scaling-step,scale_up,completions,1776104469.5607197,1776104514.919243,45358.52,45358.52,577,0,88,0,0,
