timestamp,num_requests_running,num_requests_waiting,avg_generation_throughput_toks_per_s,kv_cache_usage_perc,desired_replicas,ready_replicas,available_replicas
1776221243.9063802,0.0,0.0,0.0,0.0366300366300365,1.0,1.0,1.0
1776221248.949989,0.0,0.0,0.0,0.0366300366300365,1.0,1.0,1.0
1776221254.0008492,0.0,0.0,0.0,0.0366300366300365,1.0,1.0,1.0
1776221259.058635,0.0,0.0,0.0,0.0366300366300365,1.0,1.0,1.0
1776221264.1190934,1.0,0.0,0.2909090909090909,0.1098901098901095,1.0,1.0,1.0
1776221269.1750607,0.0,0.0,0.6,0.0366300366300365,1.0,1.0,1.0
1776221274.236892,0.0,0.0,0.6,0.0366300366300365,1.0,1.0,1.0
1776221279.3047297,0.0,0.0,0.6,0.0366300366300365,1.0,1.0,1.0
1776221284.357627,1.0,0.0,1.018181818181818,0.1098901098901095,1.0,1.0,1.0
1776221289.4100718,0.0,0.0,1.4,0.0366300366300365,1.0,1.0,1.0
1776221294.457146,1.0,0.0,1.5818181818181818,0.1098901098901095,1.0,1.0,1.0
1776221299.521622,2.0,0.0,1.8545454545454545,0.146520146520146,1.0,1.0,1.0
1776221304.571808,3.0,0.0,2.8,0.293040293040292,1.0,1.0,1.0
1776221309.6204386,4.0,0.0,3.1454545454545455,0.3296703296703285,3.0,1.0,1.0
1776221314.6742857,3.0,0.0,4.072727272727272,0.2564102564102555,3.0,1.0,1.0
1776221319.7265155,3.0,0.0,4.418181818181818,0.293040293040292,3.0,1.0,1.0
1776221324.7728271,4.0,0.0,4.527272727272727,0.293040293040292,3.0,1.0,1.0
1776221329.826441,4.0,0.0,5.763636363636364,0.293040293040292,3.0,1.0,1.0
1776221334.8828592,4.0,0.0,6.181818181818182,0.293040293040292,3.0,1.0,1.0
1776221339.935009,4.0,0.0,6.472727272727273,0.2564102564102555,4.0,1.0,1.0
1776221344.9880748,4.0,0.0,6.945454545454545,0.293040293040292,4.0,1.0,1.0
1776221350.0382278,4.0,0.0,7.909090909090908,0.293040293040292,4.0,1.0,1.0
1776221355.093402,4.0,0.0,9.018181818181818,0.293040293040292,4.0,1.0,1.0
1776221360.1845553,3.0,0.0,8.454545454545453,0.219780219780219,4.0,1.0,1.0
1776221365.2272012,4.0,0.0,8.98181818181818,0.2564102564102555,4.0,1.0,1.0
1776221370.2627413,4.0,0.0,9.290909090909091,0.2564102564102555,4.0,1.0,1.0
1776221375.3158898,3.0,0.0,9.10909090909091,0.219780219780219,4.0,1.0,1.0
1776221380.3706741,3.0,0.0,9.4,0.219780219780219,4.0,1.0,1.0
1776221385.4196303,4.0,0.0,9.10909090909091,0.2564102564102555,4.0,1.0,1.0
1776221390.471419,4.0,0.0,9.763636363636364,0.2564102564102555,4.0,1.0,1.0
1776221395.519517,3.0,0.0,9.527272727272727,0.219780219780219,4.0,1.0,1.0
1776221400.5697556,3.0,0.0,9.309090909090909,0.219780219780219,5.0,1.0,1.0
1776221405.6262188,4.0,0.0,9.10909090909091,0.2564102564102555,5.0,1.0,1.0
1776221410.6671798,4.0,0.0,8.727272727272727,0.293040293040292,5.0,1.0,1.0
1776221415.7166307,3.0,0.0,9.472727272727273,0.2564102564102555,5.0,1.0,1.0
1776221420.766993,4.0,0.0,9.327272727272726,0.293040293040292,5.0,1.0,1.0
1776221425.8156142,2.0,0.0,8.872727272727273,0.1831501831501825,5.0,1.0,1.0
1776221430.8689413,4.0,0.0,9.49090909090909,0.2564102564102555,5.0,1.0,1.0
1776221435.9246266,3.0,0.0,9.327272727272726,0.219780219780219,5.0,1.0,1.0
1776221440.97854,4.0,0.0,9.618181818181817,0.2564102564102555,5.0,1.0,1.0
1776221446.0246353,3.0,0.0,9.327272727272726,0.2564102564102555,5.0,1.0,1.0
1776221451.0708115,3.0,0.0,9.254545454545454,0.1831501831501825,5.0,1.0,1.0
1776221456.115766,3.0,0.0,9.418181818181818,0.1831501831501825,5.0,1.0,1.0
1776221461.1686246,4.0,0.0,9.327272727272726,0.293040293040292,5.0,1.0,1.0
1776221466.2206397,4.0,0.0,9.272727272727272,0.293040293040292,5.0,1.0,1.0
1776221471.273481,4.0,0.0,8.563636363636363,0.293040293040292,5.0,1.0,1.0
1776221476.3116963,3.0,0.0,8.309090909090909,0.2564102564102555,5.0,1.0,1.0
1776221481.362674,4.0,0.0,7.8177553951602645,0.293040293040292,5.0,1.0,1.0
1776221486.4110062,3.0,0.0,7.018181818181818,0.219780219780219,5.0,1.0,1.0
1776221491.460189,4.0,0.0,7.054545454545454,0.2564102564102555,5.0,1.0,1.0
1776221496.5222502,4.0,0.0,6.472727272727273,0.293040293040292,5.0,1.0,1.0
1776221501.583088,4.0,0.0,6.345454545454545,0.3296703296703285,5.0,1.0,1.0
1776221506.6398754,4.0,0.0,6.6,0.366300366300365,5.0,1.0,1.0
1776221511.698788,3.0,0.0,6.199999999999999,0.2564102564102555,5.0,1.0,1.0
1776221516.752059,4.0,0.0,5.5636363636363635,0.293040293040292,5.0,1.0,1.0
1776221521.8082082,4.0,0.0,5.254545454545454,0.293040293040292,5.0,1.0,1.0
1776221526.859336,4.0,0.0,5.181818181818182,0.2564102564102555,5.0,1.0,1.0
1776221531.9142864,4.0,0.0,5.6548539011218795,0.293040293040292,5.0,1.0,1.0
1776221536.967363,3.0,0.0,6.018181818181818,0.2564102564102555,5.0,1.0,1.0
1776221542.0252526,3.0,0.0,5.4363636363636365,0.2564102564102555,5.0,1.0,1.0
1776221547.0786347,3.0,0.0,5.4363636363636365,0.219780219780219,5.0,1.0,1.0
1776221552.1318848,1.0,0.0,5.290909090909092,0.146520146520146,5.0,1.0,1.0
1776221557.1843219,1.0,0.0,4.9818181818181815,0.146520146520146,5.0,1.0,1.0
1776221562.2384303,0.0,0.0,4.618181818181818,0.0366300366300365,5.0,1.0,1.0
1776221567.2896128,0.0,0.0,4.3999999999999995,0.0366300366300365,5.0,1.0,1.0
1776221572.343182,0.0,0.0,3.7636363636363637,0.0366300366300365,5.0,1.0,1.0
1776221577.3957775,0.0,0.0,3.418181818181818,0.0366300366300365,5.0,1.0,1.0
1776221582.4466069,0.0,0.0,2.8363636363636364,0.0366300366300365,5.0,1.0,1.0
1776221587.4973307,0.0,0.0,2.1818181818181817,0.0366300366300365,5.0,1.0,1.0
1776221592.5467863,0.0,0.0,1.5454545454545454,0.0366300366300365,5.0,1.0,1.0
1776221597.6038759,0.0,0.0,1.5454545454545454,0.0366300366300365,5.0,1.0,1.0
1776221602.654943,0.0,0.0,0.8909090909090909,0.0366300366300365,5.0,1.0,1.0
1776221607.7063706,0.0,0.0,0.3818181818181818,0.0366300366300365,5.0,1.0,1.0
1776221612.7583702,0.0,0.0,0.03636363636363636,0.0366300366300365,5.0,1.0,1.0
1776221617.8104684,0.0,0.0,0.0,0.0366300366300365,5.0,1.0,1.0
1776221622.8640287,0.0,0.0,0.0,0.0366300366300365,5.0,1.0,1.0
