request_id,scenario,phase_name,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
2iagl58kxo,conversation-sharegpt,default,completions,1776105813.9211395,1776105859.9211164,45999.98,45999.98,418,0,96,0,0,
dxmo5bxxc0,conversation-sharegpt,default,completions,1776105775.0158675,1776105820.9194605,45903.59,45903.59,799,0,96,0,0,
vz41nam148,conversation-sharegpt,default,completions,1776105852.9215715,1776105898.9216375,46000.07,46000.07,609,0,96,0,0,
ex8fsv871y,conversation-sharegpt,default,completions,1776105768.8516889,1776105813.9199657,45068.28,45068.28,1049,0,96,0,0,
air4cowgzr,conversation-sharegpt,default,completions,1776105849.9201756,1776105895.9218717,46001.70,46001.70,1170,0,96,0,0,
dtjvzhwjr6,conversation-sharegpt,default,completions,1776105806.9211912,1776105852.9205065,45999.32,45999.32,336,0,96,0,0,
zycwtiqj7y,conversation-sharegpt,default,completions,1776105759.8163507,1776105804.9201488,45103.80,45103.80,290,0,96,0,0,
e8g8jdp0lv,conversation-sharegpt,default,completions,1776105814.9199436,1776105860.9199579,46000.01,46000.01,412,0,96,0,0,
v8z2flu7u6,conversation-sharegpt,default,completions,1776105859.922493,1776105905.9210136,45998.52,45998.52,1209,0,96,0,0,
xff0t0pvn9,conversation-sharegpt,default,completions,1776105761.3200722,1776105806.920142,45600.07,45600.07,792,0,96,0,0,
89uzfk8ut0,conversation-sharegpt,default,completions,1776105803.9203017,1776105849.919906,45999.60,45999.60,411,0,96,0,0,
ptk93tyt7d,conversation-sharegpt,default,completions,1776105806.920338,1776105852.9203522,46000.01,46000.01,433,0,96,0,0,
xpseimvihc,conversation-sharegpt,default,completions,1776105769.6141737,1776105814.9197228,45305.55,45305.55,536,0,96,0,0,
tvhhpbmyof,conversation-sharegpt,default,completions,1776105854.92116,1776105900.9209723,45999.81,45999.81,632,0,96,0,0,
a11dpg8sbi,conversation-sharegpt,default,completions,1776105850.9210808,1776105896.9200275,45998.95,45998.95,229,0,96,0,0,
3bme9fpzue,conversation-sharegpt,default,completions,1776105808.9205363,1776105854.9209313,46000.40,46000.40,586,0,96,0,0,
a753lc58dr,conversation-sharegpt,default,completions,1776105768.4588757,1776105813.9201162,45461.24,45461.24,982,0,96,0,0,
ujza7tz0yn,conversation-sharegpt,default,completions,1776105820.9199355,1776105866.9210315,46001.10,46001.10,256,0,96,0,0,
tfgq5c34dx,conversation-sharegpt,default,completions,1776105775.5397341,1776105820.9197404,45380.01,45380.01,369,0,96,0,0,
s4f8cgvyie,conversation-sharegpt,default,completions,1776105804.9204597,1776105850.9205399,46000.08,46000.08,179,0,96,0,0,
d4v30t9nt3,conversation-sharegpt,default,completions,1776105759.5037165,1776105804.9199853,45416.27,45416.27,533,0,96,0,0,
waouaxeqbn,conversation-sharegpt,default,completions,1776105855.920877,1776105901.9200015,45999.12,45999.12,1235,0,96,0,0,
14ffyvnvqj,conversation-sharegpt,default,completions,1776105763.4830449,1776105808.920307,45437.26,45437.26,630,0,96,0,0,
qtul1p36p6,conversation-sharegpt,default,completions,1776105850.9219975,1776105896.9202003,45998.20,45998.20,727,0,96,0,0,
ntpbn78bmy,conversation-sharegpt,default,completions,1776105809.9209642,1776105855.920626,45999.66,45999.66,903,0,96,0,0,
sdw4shnf87,conversation-sharegpt,default,completions,1776105767.0211756,1776105812.9218693,45900.69,45900.69,799,0,96,0,0,
wxe6sylztg,conversation-sharegpt,default,completions,1776105820.9207711,1776105866.9211833,46000.41,46000.41,796,0,96,0,0,
bcxuljylje,conversation-sharegpt,default,completions,1776105804.921287,1776105850.9208865,45999.60,45999.60,520,0,96,0,0,
5owf75935a,conversation-sharegpt,default,completions,1776105812.9220994,1776105858.919935,45997.84,45997.84,477,0,96,0,0,
blskrt05ui,conversation-sharegpt,default,completions,1776105774.9455402,1776105820.9196284,45974.09,45974.09,573,0,96,0,0,
1n13jcat9m,conversation-sharegpt,default,completions,1776105858.920162,1776105904.922824,46002.66,46002.66,2043,0,96,0,0,
5q14j1ripz,conversation-sharegpt,default,completions,1776105850.9226174,1776105896.920328,45997.71,45997.71,986,0,96,0,0,
1c32oc6uzh,conversation-sharegpt,default,completions,1776105760.9268532,1776105806.919992,45993.14,45993.14,1416,0,96,0,0,
guo4kh2vlp,conversation-sharegpt,default,completions,1776105820.9214869,1776105866.921297,45999.81,45999.81,1030,0,96,0,0,
ifd0tvbdiv,conversation-sharegpt,default,completions,1776105756.8871877,1776105801.9198472,45032.66,45032.66,185,0,96,0,0,
1cq99chj75,conversation-sharegpt,default,completions,1776105804.9219656,1776105850.9207647,45998.80,45998.80,967,0,96,0,0,
cx1945nq4f,conversation-sharegpt,default,completions,1776105759.6020894,1776105804.9202652,45318.18,45318.18,685,0,96,0,0,
253j2d54i3,conversation-sharegpt,default,completions,1776105813.9203088,1776105859.9212728,46000.96,46000.96,1040,0,96,0,0,
bbi4wire8q,conversation-sharegpt,default,completions,1776105859.9215043,1776105905.9208646,45999.36,45999.36,1001,0,96,0,0,
d1ior56fao,conversation-sharegpt,default,completions,1776105801.9201248,1776105847.920135,46000.01,46000.01,1249,0,96,0,0,
ye511mkfaz,conversation-sharegpt,default,completions,1776105764.1652114,1776105809.9207392,45755.53,45755.53,1121,0,96,0,0,
6cfnfholqc,conversation-sharegpt,default,completions,1776105852.9207604,1776105898.9217925,46001.03,46001.03,337,0,96,0,0,
62gdswm31y,conversation-sharegpt,default,completions,1776105847.920427,1776105893.933019,46012.59,46012.59,590,0,96,0,0,
zpqk51fpkh,conversation-sharegpt,default,completions,1776105758.2427957,1776105803.9200418,45677.25,45677.25,308,0,96,0,0,
