request_id,scenario,phase_name,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
6hid25owf7,queue-pressure,queue_build,completions,1776101892.919396,1776101938.920022,46000.63,46000.63,14479,0,202,0,0,
zlaoi4e8xf,queue-pressure,queue_build,completions,1776102011.9212592,1776102057.9191852,45997.93,45997.93,13373,0,253,0,0,
dp5gjlqm5k,queue-pressure,queue_build,completions,1776101939.9202902,1776101985.919855,45999.56,45999.56,11951,0,198,0,0,
935a0l7253,queue-pressure,queue_build,completions,1776101893.9202237,1776101939.9200735,45999.85,45999.85,14795,0,233,0,0,
5nq4fmyzyc,queue-pressure,warmup,completions,1776101833.3832502,1776101878.9199395,45536.69,45536.69,14795,0,251,0,0,
39tex8fsv8,queue-pressure,queue_build,completions,1776101848.2009726,1776101893.9200115,45719.04,45719.04,14005,0,316,0,0,
usgiotirzq,queue-pressure,queue_build,completions,1776101970.9202373,1776102016.9200597,45999.82,45999.82,13215,0,262,0,0,
2d54i3qk2i,queue-pressure,queue_build,completions,1776101894.920262,1776101940.9197974,45999.54,45999.54,11161,0,232,0,0,
sj49itn7s5,queue-pressure,queue_build,completions,1776102016.920305,1776102062.9248333,46004.53,46004.53,15269,0,266,0,0,
w71q3vli7k,queue-pressure,queue_build,completions,1776101960.9192367,1776102006.9218416,46002.60,46002.60,13531,0,261,0,0,
koixntm9tm,queue-pressure,queue_build,completions,1776101975.9197462,1776102021.922066,46002.32,46002.32,9739,0,215,0,0,
okc1msy4la,queue-pressure,queue_build,completions,1776101894.921161,1776101940.919643,45998.48,45998.48,9739,0,241,0,0,
tiqj7yhl1c,queue-pressure,warmup,completions,1776101838.3953588,1776101883.9194589,45524.10,45524.10,13373,0,235,0,0,
zoyn6qicat,queue-pressure,queue_build,completions,1776101849.014099,1776101894.920075,45905.98,45905.98,15269,0,243,0,0,
lizl08yg0j,queue-pressure,queue_build,completions,1776101980.92133,1776102026.9193785,45998.05,45998.05,12267,0,261,0,0,
g8jdp0lvsn,queue-pressure,queue_build,completions,1776101895.9240084,1776101941.919807,45995.80,45995.80,14953,0,258,0,0,
1uymrlrmjk,queue-pressure,queue_build,completions,1776101965.9201124,1776102011.921008,46000.90,46000.90,12267,0,254,0,0,
b0z3nx39rb,queue-pressure,queue_build,completions,1776102027.9194455,1776102073.920438,46000.99,46000.99,14795,0,297,0,0,
93kmkzebbk,queue-pressure,queue_build,completions,1776101981.9198852,1776102027.9192069,45999.32,45999.32,13215,0,264,0,0,
wxe6sylztg,queue-pressure,queue_build,completions,1776101909.9194877,1776101955.9196937,46000.21,46000.21,13531,0,276,0,0,
azccblskrt,queue-pressure,queue_build,completions,1776101849.8238273,1776101894.9199328,45096.11,45096.11,13215,0,248,0,0,
w1dakrm8j5,queue-pressure,queue_build,completions,1776101982.9205365,1776102028.9202132,45999.68,45999.68,15269,0,224,0,0,
ocwbfuk9e1,queue-pressure,queue_build,completions,1776101982.9215648,1776102028.9200594,45998.49,45998.49,10213,0,208,0,0,
qrl1n759in,queue-pressure,queue_build,completions,1776102026.9196525,1776102072.9210265,46001.37,46001.37,12583,0,230,0,0,
2oc6uzhr5x,queue-pressure,queue_build,completions,1776101843.3388784,1776101888.9193494,45580.47,45580.47,14637,0,200,0,0,
y6wktakpux,queue-pressure,queue_build,completions,1776101914.9198048,1776101960.9190605,45999.26,45999.26,13531,0,289,0,0,
1n6kvpuc8d,queue-pressure,queue_build,completions,1776101983.9194272,1776102029.920525,46001.10,46001.10,13215,0,249,0,0,
phr62gdswm,queue-pressure,queue_build,completions,1776101919.9198394,1776101965.9195027,45999.66,45999.66,12425,0,305,0,0,
irodxmo5bx,queue-pressure,queue_build,completions,1776101850.6346545,1776101895.9223738,45287.72,45287.72,14005,0,313,0,0,
wjcitfoyqb,queue-pressure,queue_build,completions,1776101984.9203444,1776102030.9202201,45999.88,45999.88,14163,0,245,0,0,
yihair4cow,queue-pressure,queue_build,completions,1776101924.919942,1776101970.9199722,46000.03,46000.03,14479,0,252,0,0,
9yjb1qx6gv,queue-pressure,queue_build,completions,1776101987.919682,1776102033.9194834,45999.80,45999.80,14637,0,197,0,0,
zqy72wx7pt,queue-pressure,queue_build,completions,1776101985.9200807,1776102031.920726,46000.65,46000.65,11319,0,264,0,0,
f0t0pvn9er,queue-pressure,queue_build,completions,1776101844.1462011,1776101889.919508,45773.31,45773.31,10371,0,259,0,0,
rixa11dpg8,queue-pressure,queue_build,completions,1776101929.920172,1776101975.9195523,45999.38,45999.38,10687,0,290,0,0,
63cfl0ukey,queue-pressure,queue_build,completions,1776101986.9194393,1776102032.9200616,46000.62,46000.62,13531,0,230,0,0,
c02dgtfgq5,queue-pressure,queue_build,completions,1776101858.9204016,1776101904.9200745,45999.67,45999.67,13531,0,217,0,0,
4ffyvnvqjt,queue-pressure,queue_build,completions,1776101844.9550679,1776101890.9204457,45965.38,45965.38,14163,0,204,0,0,
7srcbpljd8,queue-pressure,queue_build,completions,1776101986.9203773,1776102032.9199286,45999.55,45999.55,13847,0,295,0,0,
55psq0oxfq,queue-pressure,queue_build,completions,1776102028.9204137,1776102074.9204223,46000.01,46000.01,12583,0,276,0,0,
3t60rjiw1s,queue-pressure,queue_build,completions,1776101935.9206848,1776101981.919623,45998.94,45998.94,13215,0,301,0,0,
8qoldforxo,queue-pressure,queue_build,completions,1776101996.9214368,1776102042.92032,45998.88,45998.88,13373,0,317,0,0,
jckjlteiyz,queue-pressure,queue_build,completions,1776101936.9194534,1776101982.9203136,46000.86,46000.86,13373,0,253,0,0,
34dxtad1io,queue-pressure,queue_build,completions,1776101863.9200437,1776101909.9192708,45999.23,45999.23,10055,0,305,0,0,
otohp6vz41,queue-pressure,queue_build,completions,1776101936.9203844,1776101982.92013,45999.75,45999.75,9897,0,298,0,0,
56fao72kz0,queue-pressure,queue_build,completions,1776101868.9201329,1776101914.9195287,45999.40,45999.40,12425,0,246,0,0,
myx444nlz1,queue-pressure,queue_build,completions,1776102028.9213443,1776102074.9202733,45998.93,45998.93,15427,0,259,0,0,
ye511mkfaz,queue-pressure,queue_build,completions,1776101845.7677395,1776101890.920306,45152.57,45152.57,15269,0,194,0,0,
am148p0tvh,queue-pressure,queue_build,completions,1776101937.9262831,1776101983.9191887,45992.91,45992.91,11951,0,314,0,0,
fk8ut0cvs4,queue-pressure,queue_build,completions,1776101873.9200003,1776101919.9195426,45999.54,45999.54,14321,0,316,0,0,
wiykid91zd,queue-pressure,queue_build,completions,1776102029.9207745,1776102075.9202375,45999.46,45999.46,14795,0,201,0,0,
qll8os9xto,queue-pressure,queue_build,completions,1776102001.9210575,1776102047.9194946,45998.44,45998.44,14163,0,201,0,0,
pbmyofqewa,queue-pressure,queue_build,completions,1776101938.9203289,1776101984.920106,45999.78,45999.78,10845,0,261,0,0,
6b2knftu2g,queue-pressure,queue_build,completions,1776102030.920392,1776102076.9207864,46000.39,46000.39,10529,0,268,0,0,
8cgvyie6iv,queue-pressure,queue_build,completions,1776101878.920157,1776101924.9197168,45999.56,45999.56,10529,0,206,0,0,
c56t4ufel6,queue-pressure,queue_build,completions,1776101891.9198182,1776101937.9260533,46006.24,46006.24,9581,0,220,0,0,
aji0y6dpbh,queue-pressure,warmup,completions,1776101813.3322098,1776101858.9201267,45587.92,45587.92,13373,0,220,0,0,
uzzpqk51fp,queue-pressure,warmup,completions,1776101818.3422148,1776101863.9197958,45577.58,45577.58,12583,0,198,0,0,
pvs7hzioyk,queue-pressure,queue_build,completions,1776101883.9197106,1776101929.919945,46000.23,46000.23,13373,0,212,0,0,
wi6fqjja26,queue-pressure,queue_build,completions,1776102031.920988,1776102077.9198027,45998.81,45998.81,10055,0,289,0,0,
jcat9mx2x1,queue-pressure,queue_build,completions,1776101940.9199939,1776101986.9192395,45999.25,45999.25,15427,0,299,0,0,
jza7tz0ync,queue-pressure,queue_build,completions,1776101904.920396,1776101950.9199374,45999.54,45999.54,13057,0,240,0,0,
awudtsemci,queue-pressure,queue_build,completions,1776101888.919716,1776101934.9191082,45999.39,45999.39,11477,0,210,0,0,
c89k8yqk94,queue-pressure,queue_build,completions,1776102032.920245,1776102078.9210126,46000.77,46000.77,13689,0,232,0,0,
vren93iiuc,queue-pressure,queue_build,completions,1776101847.3945184,1776101892.9191563,45524.64,45524.64,15427,0,192,0,0,
hafeyuhz1g,queue-pressure,queue_build,completions,1776101940.9209244,1776101986.9190767,45998.15,45998.15,15269,0,255,0,0,
81sdw4shnf,queue-pressure,queue_build,completions,1776101846.5796177,1776101891.9195971,45339.98,45339.98,14005,0,259,0,0,
ptk93tyt7d,queue-pressure,queue_build,completions,1776101889.9197934,1776101935.9204435,46000.65,46000.65,11319,0,232,0,0,
nmkza3oa52,queue-pressure,queue_build,completions,1776102032.9209385,1776102078.920864,45999.93,45999.93,10213,0,252,0,0,
2flu7u6n7h,queue-pressure,queue_build,completions,1776101941.920029,1776101987.9194088,45999.38,45999.38,13215,0,221,0,0,
h1dnmmjbqe,queue-pressure,warmup,completions,1776101823.350755,1776101868.9198802,45569.13,45569.13,11319,0,231,0,0,
j60fkhmy4s,queue-pressure,queue_build,completions,1776101890.920681,1776101936.9190562,45998.38,45998.38,14953,0,226,0,0,
60361i2hgj,queue-pressure,queue_build,completions,1776102033.9197128,1776102079.9207618,46001.05,46001.05,15427,0,204,0,0,
d14ve92mpn,queue-pressure,queue_build,completions,1776101950.920127,1776101996.9212027,46001.08,46001.08,13215,0,254,0,0,
dpja1wj0tp,queue-pressure,queue_build,completions,1776101890.9216135,1776101936.9192202,45997.61,45997.61,11161,0,205,0,0,
bi4q2y9v86,queue-pressure,queue_build,completions,1776101934.9193513,1776101980.9211063,46001.75,46001.75,12741,0,310,0,0,
j2o7s3kkv9,queue-pressure,queue_build,completions,1776102021.92227,1776102067.9236686,46001.40,46001.40,14795,0,209,0,0,
aprpn6qfgs,queue-pressure,queue_build,completions,1776101955.9199183,1776102001.9208598,46000.94,46000.94,12583,0,279,0,0,
wrpbjek5rb,queue-pressure,queue_build,completions,1776102006.9220886,1776102052.9199553,45997.87,45997.87,10687,0,284,0,0,
ckw5ngcx19,queue-pressure,warmup,completions,1776101828.3651743,1776101873.9197767,45554.60,45554.60,15111,0,288,0,0,
