timestamp,num_requests_running,num_requests_waiting,avg_generation_throughput_toks_per_s,kv_cache_usage_perc,ready_replicas
1775623973.5051427,1.0,0.0,0.0,0.1098901098901095,1.0
1775623978.5358,1.0,0.0,0.0,0.1098901098901095,1.0
1775623983.5767596,1.0,0.0,0.0,0.1098901098901095,1.0
1775623988.6209025,1.0,0.0,0.0,0.1098901098901095,1.0
1775623993.6648018,1.0,0.0,0.0,0.1098901098901095,1.0
1775623998.7108915,1.0,0.0,0.0,0.1098901098901095,1.0
1775624003.7558918,1.0,0.0,0.0,0.1098901098901095,1.0
1775624008.8009992,1.0,0.0,0.0,0.1098901098901095,1.0
1775624013.8526547,1.0,0.0,0.0,0.1098901098901095,1.0
1775624018.8956103,1.0,0.0,0.0,0.1098901098901095,1.0
1775624023.939879,1.0,0.0,0.0,0.1098901098901095,1.0
1775624028.985207,1.0,0.0,0.0,0.1098901098901095,1.0
1775624034.028406,1.0,0.0,0.0,0.1098901098901095,1.0
1775624039.071672,1.0,0.0,0.0,0.1098901098901095,1.0
1775624044.1155708,1.0,0.0,0.0,0.1098901098901095,1.0
1775624049.1600301,1.0,0.0,0.0,0.1098901098901095,1.0
1775624054.2047386,1.0,0.0,0.0,0.1098901098901095,1.0
1775624059.247546,1.0,0.0,0.0,0.1098901098901095,1.0
1775624064.2894747,1.0,0.0,0.0,0.1098901098901095,1.0
1775624069.335422,1.0,0.0,0.0,0.1098901098901095,1.0
1775624074.3824642,1.0,0.0,0.0,0.1098901098901095,1.0
1775624079.4243822,1.0,0.0,0.0,0.1098901098901095,1.0
1775624084.477024,1.0,0.0,0.0,0.1098901098901095,1.0
1775624089.5229728,1.0,0.0,0.0,0.1098901098901095,1.0
1775624094.5710387,1.0,0.0,0.0,0.1098901098901095,1.0
1775624099.6134439,1.0,0.0,0.0,0.1098901098901095,1.0
1775624104.657356,1.0,0.0,0.0,0.1098901098901095,1.0
1775624109.7020605,1.0,0.0,0.0,0.1098901098901095,1.0
1775624114.7463777,1.0,0.0,0.0,0.1098901098901095,1.0
