request_id,scenario,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
okc1msy4la,short-bursts,completions,1775622873.1676493,1775622873.1696723,2.02,2.02,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
j17mgfxc08,short-bursts,completions,1775622916.1371443,1775622916.1382012,1.06,1.06,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
l1n13jcat9,short-bursts,completions,1775622881.7523255,1775622881.7543755,2.05,2.05,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
pq85jsg65k,short-bursts,completions,1775622860.796279,1775622860.7974398,1.16,1.16,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
rfcd6mzsgi,short-bursts,completions,1775622922.0614235,1775622922.062895,1.47,1.47,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
g10ur5l8a7,short-bursts,completions,1775622969.1743495,1775622969.1756861,1.34,1.34,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
zcywd14ve9,short-bursts,completions,1775622882.5008986,1775622882.502126,1.23,1.23,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
4z7w2sehe2,short-bursts,completions,1775622936.0866508,1775622936.0877285,1.08,1.08,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
2vajepecqn,short-bursts,completions,1775622912.3403146,1775622912.3435314,3.22,3.22,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
t0sx5wvfgy,short-bursts,completions,1775622926.3182876,1775622926.3204057,2.12,2.12,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
82kkzmpjrh,short-bursts,completions,1775622951.0832474,1775622951.0846653,1.42,1.42,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
q1uymrlrmj,short-bursts,completions,1775622883.507473,1775622883.5095336,2.06,2.06,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
2xf8e8ld4d,short-bursts,completions,1775622895.3252847,1775622895.3265264,1.24,1.24,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
wtektsg7fx,short-bursts,completions,1775622939.4055307,1775622939.4068482,1.32,1.32,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
w5rtwiykid,short-bursts,completions,1775622898.3111162,1775622898.3121455,1.03,1.03,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
