request_id,scenario,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
14ffyvnvqj,conversation-sharegpt,completions,1775847122.4882295,1775847144.6909866,22202.76,1394.89,630,453,96,200,1,
xff0t0pvn9,conversation-sharegpt,completions,1775847122.3739269,1775847144.5768154,22202.89,1305.88,792,426,96,200,1,
ex8fsv871y,conversation-sharegpt,completions,1775847168.2906284,1775847190.1953275,21904.70,3102.04,1049,523,96,200,1,
dxmo5bxxc0,conversation-sharegpt,completions,1775847215.8899271,1775847242.9824805,27092.55,2601.92,799,377,96,200,1,
ifd0tvbdiv,conversation-sharegpt,completions,1775847041.001001,1775847069.0824833,28081.48,1979.26,185,501,96,200,1,
tfgq5c34dx,conversation-sharegpt,completions,1775847216.0788555,1775847243.1894155,27110.56,5314.68,369,428,96,200,1,
1c32oc6uzh,conversation-sharegpt,completions,1775847096.8764098,1775847122.4881384,25611.73,5012.87,1416,486,96,200,1,
d4v30t9nt3,conversation-sharegpt,completions,1775847069.0826411,1775847096.684293,27601.65,4092.76,533,464,96,200,1,
sdw4shnf87,conversation-sharegpt,completions,1775847144.6910641,1775847168.2905211,23599.46,4286.22,799,545,96,200,1,
blskrt05ui,conversation-sharegpt,completions,1775847190.1953833,1775847216.078764,25883.38,6990.25,573,433,96,200,1,
zpqk51fpkh,conversation-sharegpt,completions,1775847042.3561206,1775847069.2718284,26915.71,2837.76,308,589,96,200,1,
zycwtiqj7y,conversation-sharegpt,completions,1775847096.6844053,1775847122.3738248,25689.42,2287.64,290,477,96,200,1,
ye511mkfaz,conversation-sharegpt,completions,1775847144.5769947,1775847168.1766117,23599.62,3807.50,1121,426,96,200,1,
xpseimvihc,conversation-sharegpt,completions,1775847190.0789607,1775847215.8897483,25810.79,3614.13,536,420,96,200,1,
a753lc58dr,conversation-sharegpt,completions,1775847168.1767077,1775847190.0788703,21902.16,1614.49,982,319,96,200,1,
cx1945nq4f,conversation-sharegpt,completions,1775847069.2719493,1775847096.876326,27604.38,4721.68,685,475,96,200,1,
