timestamp,num_requests_running,num_requests_waiting,avg_generation_throughput_toks_per_s,kv_cache_usage_perc,ready_replicas
1775847040.8354187,,,,,1.0
1775847045.9532266,,,,,1.0
1775847051.113202,,,,,1.0
1775847056.2593567,,,,,1.0
1775847061.4239798,,,,,1.0
1775847066.5735483,,,,,1.0
1775847071.6887424,,,,,1.0
1775847076.8315701,,,,,1.0
1775847081.966641,,,,,1.0
1775847087.1166487,,,,,1.0
1775847092.483812,,,,,1.0
1775847097.6237857,,,,,1.0
1775847102.7631636,,,,,1.0
1775847107.9117463,,,,,1.0
1775847113.0381835,,,,,1.0
1775847118.167285,,,,,1.0
1775847123.31744,,,,,1.0
1775847128.4778311,,,,,1.0
1775847133.6423235,,,,,1.0
1775847138.7793179,,,,,1.0
1775847143.9061918,,,,,1.0
1775847149.047436,,,,,1.0
1775847154.2022324,,,,,1.0
1775847159.3475642,,,,,1.0
1775847164.4868398,,,,,1.0
1775847169.6325455,,,,,1.0
1775847174.7752137,,,,,1.0
1775847179.8816407,,,,,1.0
1775847185.027405,,,,,1.0
1775847190.1536162,,,,,1.0
1775847195.2900915,,,,,1.0
1775847200.4193208,,,,,1.0
1775847205.5818107,,,,,1.0
1775847210.7244537,,,,,1.0
1775847215.8706229,,,,,1.0
1775847221.0130067,,,,,1.0
1775847226.162209,,,,,1.0
1775847231.31078,,,,,1.0
1775847236.4523191,,,,,1.0
1775847241.596805,,,,,1.0
1775847246.7498028,,,,,1.0
1775847251.8956196,,,,,1.0
1775847257.0355709,,,,,1.0
1775847262.182963,,,,,1.0
1775847267.3379543,,,,,1.0
1775847272.4831274,,,,,1.0
1775847277.6266112,,,,,1.0
1775847282.773017,,,,,1.0
