LAST SEEN   TYPE      REASON                OBJECT                                                                            MESSAGE
9m44s       Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-n9g2d                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-n9g2d to kserve-control-plane
14m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-ql8p8                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-ql8p8 to kserve-control-plane
14m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-jtlhh                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-jtlhh to kserve-control-plane
7m30s       Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-router-scheduler-75ffb48f6-xbqsm                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-75ffb48f6-xbqsm to kserve-control-plane
24m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-jvff7                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-jvff7 to kserve-control-plane
19m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-gtgwd                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-gtgwd to kserve-control-plane
18m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-router-scheduler-8c5dc967f-bkv5s                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-8c5dc967f-bkv5s to kserve-control-plane
24m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-lrtth                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-lrtth to kserve-control-plane
25m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-2bm59                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-2bm59 to kserve-control-plane
74s         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-router-scheduler-cb55ddb98-94q2k                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-cb55ddb98-94q2k to kserve-control-plane
14m         Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-w8dnd                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-w8dnd to kserve-control-plane
4m          Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-876xx                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-876xx to kserve-control-plane
9m44s       Normal    Scheduled             pod/qwen25-0-5b-instruct-kserve-665bf8f748-dcpjb                                  Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-dcpjb to kserve-control-plane
