request_id,scenario,phase_name,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
2iagl58kxo,conversation-sharegpt,default,completions,1776106729.9226115,1776106775.9199739,45997.36,45997.36,418,0,96,0,0,
dxmo5bxxc0,conversation-sharegpt,default,completions,1776106690.819401,1776106735.9201653,45100.76,45100.76,799,0,96,0,0,
vz41nam148,conversation-sharegpt,default,completions,1776106768.919713,1776106814.920411,46000.70,46000.70,609,0,96,0,0,
air4cowgzr,conversation-sharegpt,default,completions,1776106765.9202127,1776106811.9218495,46001.64,46001.64,1170,0,96,0,0,
dtjvzhwjr6,conversation-sharegpt,default,completions,1776106722.9210708,1776106768.919402,45998.33,45998.33,336,0,96,0,0,
zycwtiqj7y,conversation-sharegpt,default,completions,1776106675.61972,1776106720.9207196,45301.00,45301.00,290,0,96,0,0,
e8g8jdp0lv,conversation-sharegpt,default,completions,1776106730.9201274,1776106776.9204345,46000.31,46000.31,412,0,96,0,0,
v8z2flu7u6,conversation-sharegpt,default,completions,1776106775.9210055,1776106821.9206767,45999.67,45999.67,1209,0,96,0,0,
xff0t0pvn9,conversation-sharegpt,default,completions,1776106677.12425,1776106722.9208674,45796.62,45796.62,792,0,96,0,0,
89uzfk8ut0,conversation-sharegpt,default,completions,1776106719.9202409,1776106765.9199445,45999.70,45999.70,411,0,96,0,0,
xpseimvihc,conversation-sharegpt,default,completions,1776106685.4189775,1776106730.9199114,45500.93,45500.93,536,0,96,0,0,
tvhhpbmyof,conversation-sharegpt,default,completions,1776106770.9208546,1776106816.9214704,46000.62,46000.62,632,0,96,0,0,
a11dpg8sbi,conversation-sharegpt,default,completions,1776106766.9198542,1776106812.920427,46000.57,46000.57,229,0,96,0,0,
zpqk51fpkh,conversation-sharegpt,default,completions,1776106674.0448134,1776106719.9199965,45875.18,45875.18,308,0,96,0,0,
3bme9fpzue,conversation-sharegpt,default,completions,1776106724.9196663,1776106770.9206088,46000.94,46000.94,586,0,96,0,0,
a753lc58dr,conversation-sharegpt,default,completions,1776106684.2632334,1776106729.9217703,45658.54,45658.54,982,0,96,0,0,
ujza7tz0yn,conversation-sharegpt,default,completions,1776106735.9203668,1776106781.92013,45999.76,45999.76,256,0,96,0,0,
tfgq5c34dx,conversation-sharegpt,default,completions,1776106691.3438976,1776106736.9200497,45576.15,45576.15,369,0,96,0,0,
s4f8cgvyie,conversation-sharegpt,default,completions,1776106720.921023,1776106766.9193068,45998.28,45998.28,179,0,96,0,0,
d4v30t9nt3,conversation-sharegpt,default,completions,1776106675.3055089,1776106720.9205391,45615.03,45615.03,533,0,96,0,0,
waouaxeqbn,conversation-sharegpt,default,completions,1776106771.922047,1776106817.9201021,45998.06,45998.06,1235,0,96,0,0,
ptk93tyt7d,conversation-sharegpt,default,completions,1776106721.9203227,1776106767.9195614,45999.24,45999.24,433,0,96,0,0,
14ffyvnvqj,conversation-sharegpt,default,completions,1776106679.2872565,1776106724.919424,45632.17,45632.17,630,0,96,0,0,
qtul1p36p6,conversation-sharegpt,default,completions,1776106766.9206772,1776106812.9205759,45999.90,45999.90,727,0,96,0,0,
ntpbn78bmy,conversation-sharegpt,default,completions,1776106725.9213548,1776106771.9218059,46000.45,46000.45,903,0,96,0,0,
sdw4shnf87,conversation-sharegpt,default,completions,1776106682.8251138,1776106727.919017,45093.90,45093.90,799,0,96,0,0,
wxe6sylztg,conversation-sharegpt,default,completions,1776106735.921146,1776106781.920285,45999.14,45999.14,796,0,96,0,0,
bcxuljylje,conversation-sharegpt,default,completions,1776106720.9217675,1776106766.9196317,45997.86,45997.86,520,0,96,0,0,
5owf75935a,conversation-sharegpt,default,completions,1776106727.9192367,1776106773.9201999,46000.96,46000.96,477,0,96,0,0,
blskrt05ui,conversation-sharegpt,default,completions,1776106690.7490466,1776106735.9200175,45170.97,45170.97,573,0,96,0,0,
1n13jcat9m,conversation-sharegpt,default,completions,1776106773.920446,1776106819.9217227,46001.28,46001.28,2043,0,96,0,0,
5q14j1ripz,conversation-sharegpt,default,completions,1776106766.9212937,1776106812.9207358,45999.44,45999.44,986,0,96,0,0,
1c32oc6uzh,conversation-sharegpt,default,completions,1776106676.7306218,1776106721.9201107,45189.49,45189.49,1416,0,96,0,0,
guo4kh2vlp,conversation-sharegpt,default,completions,1776106736.9203022,1776106782.9203641,46000.06,46000.06,1030,0,96,0,0,
ifd0tvbdiv,conversation-sharegpt,default,completions,1776106672.6909516,1776106717.9194112,45228.46,45228.46,185,0,96,0,0,
1cq99chj75,conversation-sharegpt,default,completions,1776106720.9223993,1776106766.9194658,45997.07,45997.07,967,0,96,0,0,
cx1945nq4f,conversation-sharegpt,default,completions,1776106675.403738,1776106720.9208355,45517.10,45517.10,685,0,96,0,0,
253j2d54i3,conversation-sharegpt,default,completions,1776106729.9219737,1776106775.9201322,45998.16,45998.16,1040,0,96,0,0,
d1ior56fao,conversation-sharegpt,default,completions,1776106717.9196897,1776106763.9215653,46001.88,46001.88,1249,0,96,0,0,
ye511mkfaz,conversation-sharegpt,default,completions,1776106679.969558,1776106725.9211245,45951.57,45951.57,1121,0,96,0,0,
6cfnfholqc,conversation-sharegpt,default,completions,1776106767.9198391,1776106813.9208324,46000.99,46000.99,337,0,96,0,0,
bbi4wire8q,conversation-sharegpt,default,completions,1776106775.9203293,1776106821.9204822,46000.15,46000.15,1001,0,96,0,0,
62gdswm31y,conversation-sharegpt,default,completions,1776106763.9218378,1776106809.9366355,46014.80,46014.80,590,0,96,0,0,
ex8fsv871y,conversation-sharegpt,default,completions,1776106684.6564662,1776106729.921614,45265.15,45265.15,1049,0,96,0,0,
