request_id,scenario,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
4shnf877vr,sustained-mixed,completions,1775360752.9244142,1775360783.9238849,30999.47,30999.47,2159,0,140,0,0,
g72oy0ifzn,sustained-mixed,completions,1775360875.9235842,1775360906.1896167,30266.03,30265.98,1649,441,70,200,1,
ifd0tvbdiv,sustained-mixed,completions,1775360691.2531931,1775360721.92363,30670.44,30670.44,431,0,134,0,0,
yzycwtiqj7,sustained-mixed,completions,1775360721.9237928,1775360752.924193,31000.40,31000.40,1179,0,117,0,0,
ki7p5tb948,sustained-mixed,completions,1775360785.923731,1775360816.9243267,31000.60,31000.60,1649,0,110,0,0,
ibljh75lxo,sustained-mixed,completions,1775360722.9239268,1775360752.089813,29165.89,29165.78,1349,487,78,200,1,
phr62gdswm,sustained-mixed,completions,1775360909.9243402,1775360940.9248683,31000.53,31000.53,1563,0,177,0,0,
semcikptk9,sustained-mixed,completions,1775360840.9240723,1775360871.924139,31000.07,31000.07,575,0,118,0,0,
iiuc039tex,sustained-mixed,completions,1775360753.9249249,1775360784.9237638,30998.84,30998.84,1439,0,142,0,0,
h7m35ixokc,sustained-mixed,completions,1775360876.9256146,1775360907.9236069,30997.99,30997.99,1727,0,120,0,0,
rhocn9j2qp,sustained-mixed,completions,1775360810.7924163,1775360840.9238415,30131.43,30131.43,899,0,168,0,0,
yljexq77aw,sustained-mixed,completions,1775360816.924471,1775360847.9240584,30999.59,30999.59,1051,0,116,0,0,
7d5j60fkhm,sustained-mixed,completions,1775360845.2838798,1775360875.9234076,30639.53,30639.53,2015,0,140,0,0,
871yzoyn6q,sustained-mixed,completions,1775360754.9238467,1775360785.9234982,30999.65,30999.65,1199,0,172,0,0,
y4la5ju9bv,sustained-mixed,completions,1775360878.9239614,1775360909.9241219,31000.16,31000.16,1179,0,166,0,0,
hv3a3zmf8m,sustained-mixed,completions,1775360692.0539515,1775360722.923802,30869.85,30869.85,1949,0,171,0,0,
f0t0pvn9er,sustained-mixed,completions,1775360722.9244053,1775360753.9248002,31000.39,31000.39,899,0,131,0,0,
mmjbqe7ckw,sustained-mixed,completions,1775360692.8552744,1775360722.9236987,30068.42,30068.42,1439,0,88,0,0,
j6bw3bme9f,sustained-mixed,completions,1775360845.923564,1775360876.925318,31001.75,31001.75,1563,0,189,0,0,
mvihcwi64c,sustained-mixed,completions,1775360782.9238257,1775360810.7922478,27868.42,27868.36,1049,503,80,200,1,
vsnujza7tz,sustained-mixed,completions,1775360902.9239533,1775360933.9271452,31003.19,31003.19,1179,0,175,0,0,
k8ut0cvs4f,sustained-mixed,completions,1775360814.9239442,1775360845.9233234,30999.38,30999.38,899,0,112,0,0,
w2pcn9t84a,sustained-mixed,completions,1775360723.924001,1775360754.9235873,30999.59,30999.59,719,0,103,0,0,
ue8yfbntpb,sustained-mixed,completions,1775360847.9242873,1775360878.9237666,30999.48,30999.48,1949,0,173,0,0,
he7ur23gdp,sustained-mixed,completions,1775360783.9240925,1775360814.9237196,30999.63,30999.63,1199,0,188,0,0,
cxll4zkloo,sustained-mixed,completions,1775360906.1897864,1775360936.9260767,30736.29,30736.29,1499,0,174,0,0,
vyie6ivwpv,sustained-mixed,completions,1775360815.9245667,1775360845.2837205,29359.15,29359.10,863,383,81,200,1,
zbikcidkwn,sustained-mixed,completions,1775360693.6568077,1775360723.9238636,30267.06,30267.06,1819,0,113,0,0,
1mkfazz81s,sustained-mixed,completions,1775360752.0899973,1775360782.9237006,30833.70,30833.70,1871,0,132,0,0,
hid25owf75,sustained-mixed,completions,1775360871.9243693,1775360902.9238236,30999.45,30999.45,411,0,155,0,0,
5bxxc02dgt,sustained-mixed,completions,1775360784.9239209,1775360815.9244037,31000.48,31000.48,1649,0,183,0,0,
gxn0guo4kh,sustained-mixed,completions,1775360907.9238234,1775360938.9247882,31000.96,31000.96,1691,0,96,0,0,
