LAST SEEN   TYPE      REASON              OBJECT                                                               MESSAGE
17m         Normal    Scheduled           pod/qwen25-0-5b-instruct-kserve-665bf8f748-lq2fz                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-lq2fz to kserve-control-plane
58m         Normal    Scheduled           pod/qwen25-0-5b-instruct-kserve-665bf8f748-mrj26                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-mrj26 to kserve-control-plane
47m         Normal    Scheduled           pod/qwen25-0-5b-instruct-kserve-665bf8f748-w5l7m                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-w5l7m to kserve-control-plane
47m         Normal    Scheduled           pod/qwen25-0-5b-instruct-kserve-665bf8f748-x4v2d                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-x4v2d to kserve-control-plane
17m         Normal    Scheduled           pod/qwen25-0-5b-instruct-kserve-665bf8f748-vbzhs                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-vbzhs to kserve-control-plane
48m         Normal    Scheduled           pod/qwen25-0-5b-instruct-kserve-router-scheduler-54676f55f7-fhqbz    Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-54676f55f7-fhqbz to kserve-control-plane
2m          Normal    Scheduled           pod/qwen25-0-5b-instruct-kserve-665bf8f748-trlkg                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-trlkg to kserve-control-plane
33m         Normal    Scheduled           pod/qwen25-0-5b-instruct-kserve-router-scheduler-868c4cf777-9p5ml    Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-868c4cf777-9p5ml to kserve-control-plane
3m25s       Normal    Scheduled           pod/qwen25-0-5b-instruct-kserve-router-scheduler-84c57dcbbb-b2g9k    Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-router-scheduler-84c57dcbbb-b2g9k to kserve-control-plane
2m          Normal    Scheduled           pod/qwen25-0-5b-instruct-kserve-665bf8f748-7wq4x                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-7wq4x to kserve-control-plane
24m         Normal    Scheduled           pod/qwen25-0-5b-instruct-kserve-665bf8f748-8ppsc                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-8ppsc to kserve-control-plane
58m         Normal    Scheduled           pod/qwen25-0-5b-instruct-kserve-665bf8f748-mzfd6                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-mzfd6 to kserve-control-plane
9m34s       Normal    Scheduled           pod/qwen25-0-5b-instruct-kserve-665bf8f748-7wbjw                     Successfully assigned llm-demo/qwen25-0-5b-instruct-kserve-665bf8f748-7wbjw to kserve-control-plane
