timestamp,num_requests_running,num_requests_waiting,avg_generation_throughput_toks_per_s,kv_cache_usage_perc,ready_replicas
1776102533.7999098,16.0,0.0,0.0,1.391941391941387,1.0
1776102538.8329885,1.0,0.0,0.01818181818181818,0.805860805860803,1.0
1776102543.863409,2.0,0.0,0.3090909090909091,0.8424908424908395,1.0
1776102548.9010699,3.0,0.0,0.6363636363636364,0.879120879120876,1.0
1776102553.938421,4.0,0.0,1.0545454545454545,1.025641025641022,1.0
1776102558.9721653,4.0,0.0,1.4181818181818182,1.025641025641022,1.0
1776102564.0117598,5.0,0.0,1.690909090909091,1.0622710622710585,1.0
1776102569.0499828,6.0,0.0,2.018181818181818,1.098901098901095,
1776102574.0895562,7.0,0.0,2.1454545454545455,1.1355311355311315,
1776102579.1152997,10.0,0.0,2.327272727272727,1.245421245421241,
1776102584.1522427,10.0,0.0,2.327272727272727,1.245421245421241,
1776102589.1894321,16.0,0.0,2.6,1.46520146520146,
1776102594.2264464,17.0,0.0,2.8727272727272726,1.5018315018314965,
1776102599.2582293,16.0,0.0,3.436363636363636,1.46520146520146,1.0
1776102604.3110187,16.0,0.0,3.381818181818182,1.46520146520146,1.0
1776102609.3472638,16.0,0.0,3.5454545454545454,1.46520146520146,1.0
1776102614.383789,16.0,0.0,3.727272727272727,1.46520146520146,1.0
1776102619.422379,16.0,0.0,3.4545454545454546,1.46520146520146,1.0
1776102624.458569,17.0,0.0,3.2909090909090906,1.5018315018314965,1.0
1776102629.49462,17.0,0.0,3.1636363636363636,1.5018315018314965,1.0
1776102634.5303266,17.0,0.0,2.9818181818181815,1.5018315018314965,1.0
1776102639.5687542,16.0,0.0,3.2363636363636363,1.46520146520146,1.0
1776102644.604177,16.0,0.0,3.2363636363636363,1.46520146520146,1.0
1776102649.639624,16.0,0.0,3.8,1.4285714285714235,1.0
1776102654.6773312,16.0,0.0,3.527272727272727,1.4285714285714235,1.0
1776102659.7135386,16.0,0.0,3.836363636363636,1.4285714285714235,1.0
1776102664.753764,18.0,0.0,3.4545454545454546,1.5750915750915806,1.0
1776102669.7909608,18.0,0.0,2.909090909090909,1.5750915750915806,1.0
1776102674.828813,18.0,0.0,2.909090909090909,1.5750915750915806,1.0
1776102679.8612554,17.0,0.0,3.0,1.5750915750915806,1.0
1776102684.8960116,17.0,0.0,3.2727272727272725,1.5018315018314965,1.0
1776102689.9282198,16.0,0.0,3.5636363636363635,1.46520146520146,1.0
1776102694.962685,17.0,0.0,3.5999999999999996,1.5018315018314965,1.0
1776102700.0036325,17.0,0.0,3.9090909090909087,1.5018315018314965,1.0
1776102705.0432603,16.0,0.0,3.3454545454545452,1.46520146520146,1.0
1776102710.0805466,17.0,0.0,3.018181818181818,1.5018315018314965,1.0
1776102715.1157775,17.0,0.0,2.436363636363636,1.5018315018314965,1.0
1776102720.1512635,17.0,0.0,2.4,1.5018315018314965,1.0
1776102725.1876981,17.0,0.0,2.4,1.5018315018314965,1.0
1776102730.2255175,17.0,0.0,2.4,1.5018315018314965,1.0
1776102735.2606633,16.0,0.0,2.381818181818182,1.46520146520146,1.0
1776102740.296645,16.0,0.0,2.109090909090909,1.46520146520146,1.0
1776102745.3334372,16.0,0.0,2.0727272727272728,1.46520146520146,1.0
1776102750.3697162,16.0,0.0,1.7818181818181817,1.46520146520146,1.0
1776102755.411524,16.0,0.0,1.4727272727272727,1.46520146520146,1.0
1776102760.446687,16.0,0.0,1.3272727272727272,1.46520146520146,1.0
1776102765.4827917,16.0,0.0,1.0727272727272728,1.46520146520146,1.0
1776102770.5196898,16.0,0.0,1.0727272727272728,1.46520146520146,1.0
1776102775.5614405,16.0,0.0,0.9090909090909091,1.46520146520146,1.0
1776102780.5978868,16.0,0.0,0.9090909090909091,1.46520146520146,1.0
1776102785.6319091,17.0,0.0,1.1090909090909091,1.5018315018314965,1.0
1776102790.6698472,17.0,0.0,0.8727272727272727,1.5018315018314965,1.0
1776102795.7062285,17.0,0.0,0.8727272727272727,1.5018315018314965,1.0
1776102800.7413204,16.0,0.0,0.8181818181818181,1.46520146520146,1.0
1776102805.7770822,16.0,0.0,0.8181818181818181,1.46520146520146,1.0
