timestamp,num_requests_running,num_requests_waiting,avg_generation_throughput_toks_per_s,kv_cache_usage_perc,ready_replicas
1775359798.0623343,4.0,0.0,0.0,0.003296703296703285,1.0
1775359803.095476,4.0,0.0,0.0,0.003296703296703285,1.0
1775359808.1272302,4.0,0.0,0.0,0.003296703296703285,1.0
1775359813.1645565,4.0,0.0,0.0,0.003296703296703285,1.0
1775359818.2029123,4.0,0.0,0.0,0.003296703296703285,1.0
1775359823.2451413,4.0,0.0,0.0,0.003296703296703285,1.0
1775359828.2828236,4.0,0.0,0.0,0.003296703296703285,1.0
1775359833.3170755,4.0,0.0,0.0,0.003296703296703285,1.0
1775359838.3605351,4.0,0.0,0.0,0.003296703296703285,1.0
1775359843.3984072,4.0,0.0,0.0,0.003296703296703285,1.0
1775359848.4344375,4.0,0.0,0.0,0.003296703296703285,1.0
1775359853.4808507,4.0,0.0,0.0,0.003296703296703285,1.0
1775359858.5267353,4.0,0.0,0.0,0.003296703296703285,1.0
1775359863.5736973,4.0,0.0,0.0,0.003296703296703285,1.0
1775359868.6202312,4.0,0.0,0.0,0.003296703296703285,1.0
1775359873.6699107,4.0,0.0,0.0,0.003296703296703285,1.0
1775359878.7149355,4.0,0.0,0.0,0.003296703296703285,1.0
1775359883.7589803,4.0,0.0,0.0,0.003296703296703285,1.0
1775359888.807763,4.0,0.0,0.0,0.003296703296703285,1.0
1775359893.852496,4.0,0.0,0.0,0.003296703296703285,1.0
1775359898.8980935,4.0,0.0,0.0,0.003296703296703285,1.0
1775359903.9440565,4.0,0.0,0.0,0.003296703296703285,1.0
1775359908.991536,4.0,0.0,0.0,0.003296703296703285,1.0
1775359914.0353303,4.0,0.0,0.0,0.003296703296703285,1.0
1775359919.0773947,4.0,0.0,0.0,0.003296703296703285,1.0
1775359924.1231027,4.0,0.0,0.0,0.003296703296703285,1.0
1775359929.1727552,4.0,0.0,0.0,0.003296703296703285,1.0
1775359934.2163801,4.0,0.0,0.0,0.003296703296703285,1.0
1775359939.260544,4.0,0.0,0.0,0.003296703296703285,1.0
1775359944.312437,4.0,0.0,0.0,0.003296703296703285,1.0
1775359949.3604276,4.0,0.0,0.0,0.003296703296703285,1.0
1775359954.4061453,4.0,0.0,0.0,0.003296703296703285,1.0
1775359959.452914,4.0,0.0,0.0,0.003296703296703285,1.0
1775359964.503189,4.0,0.0,0.0,0.003296703296703285,1.0
1775359969.5468812,4.0,0.0,0.0,0.003296703296703285,1.0
1775359974.589036,4.0,0.0,0.0,0.003296703296703285,1.0
1775359979.634251,4.0,0.0,0.0,0.003296703296703285,1.0
1775359984.6810775,4.0,0.0,0.0,0.003296703296703285,1.0
1775359989.7263474,4.0,0.0,0.0,0.003296703296703285,1.0
1775359994.775419,4.0,0.0,0.0,0.003296703296703285,1.0
1775359999.816736,4.0,0.0,0.0,0.003296703296703285,1.0
1775360004.8610914,4.0,0.0,0.0,0.003296703296703285,1.0
1775360009.907632,4.0,0.0,0.0,0.003296703296703285,1.0
1775360014.9545407,4.0,0.0,0.0,0.003296703296703285,1.0
1775360019.9994369,4.0,0.0,0.0,0.003296703296703285,1.0
1775360025.0456054,4.0,0.0,0.0,0.003296703296703285,1.0
1775360030.090813,4.0,0.0,0.0,0.003296703296703285,1.0
1775360035.136661,4.0,0.0,0.0,0.003296703296703285,1.0
1775360040.1762228,4.0,0.0,0.0,0.003296703296703285,1.0
1775360045.226343,4.0,0.0,0.0,0.003296703296703285,1.0
1775360050.268783,4.0,0.0,0.0,0.003296703296703285,1.0
1775360055.3171294,4.0,0.0,0.0,0.003296703296703285,1.0
1775360060.3617995,4.0,0.0,0.0,0.003296703296703285,1.0
