request_id,scenario,phase_name,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
zbikcidkwn,scaling-step,warmup,completions,1776103597.7837775,1776103642.919266,45135.49,45135.49,783,0,88,0,0,
v08hhxfgca,scaling-step,scale_up,completions,1776103746.9208648,1776103792.919995,45999.13,45999.13,1135,0,71,0,0,
nf4zw9xa3k,scaling-step,scale_up,completions,1776103650.9208705,1776103696.9204388,45999.57,45999.57,411,0,95,0,0,
1ht7pze9vi,scaling-step,scale_up,completions,1776103757.9210088,1776103803.919939,45998.93,45998.93,982,0,120,0,0,
ertj5pht0h,scaling-step,scale_up,completions,1776103618.7861257,1776103663.9190907,45132.97,45132.97,1049,0,80,0,0,
g0jv1v93km,scaling-step,scale_up,completions,1776103730.9213312,1776103776.9205508,45999.22,45999.22,1261,0,87,0,0,
dppq0y9dom,scaling-step,scale_up,completions,1776103621.790069,1776103666.9195323,45129.46,45129.46,537,0,76,0,0,
ytjxepq85j,scaling-step,scale_up,completions,1776103615.7823255,1776103660.920024,45137.70,45137.70,1162,0,78,0,0,
hv3a3zmf8m,scaling-step,warmup,completions,1776103589.7812324,1776103634.919392,45138.16,45138.16,550,0,117,0,0,
yihair4cow,scaling-step,scale_up,completions,1776103680.9198248,1776103726.9206932,46000.87,46000.87,542,0,94,0,0,
4ufel6246h,scaling-step,scale_up,completions,1776103660.9202888,1776103706.919237,45998.95,45998.95,1036,0,68,0,0,
rjrny20479,scaling-step,scale_up,completions,1776103704.9192047,1776103750.9228349,46003.63,46003.63,881,0,92,0,0,
tx63cfl0uk,scaling-step,scale_up,completions,1776103752.9202101,1776103798.920953,46000.74,46000.74,713,0,78,0,0,
rbsv55psq0,scaling-step,scale_up,completions,1776103776.9207885,1776103822.9231355,46002.35,46002.35,913,0,83,0,0,
4gh2m5zja8,scaling-step,scale_up,completions,1776103713.920555,1776103759.9194636,45998.91,45998.91,442,0,127,0,0,
pn6qfgsxw7,scaling-step,scale_up,completions,1776103711.9200988,1776103757.9207954,46000.70,46000.70,993,0,77,0,0,
td96qe3rzs,scaling-step,scale_up,completions,1776103758.9211617,1776103804.9214654,46000.30,46000.30,605,0,65,0,0,
edtjvzhwjr,scaling-step,scale_up,completions,1776103654.9197638,1776103700.91927,45999.51,45999.51,455,0,97,0,0,
j9tze5r5uq,scaling-step,scale_up,completions,1776103734.9206862,1776103780.9199502,45999.26,45999.26,360,0,80,0,0,
9yjb1qx6gv,scaling-step,scale_up,completions,1776103754.9211583,1776103800.919934,45998.78,45998.78,1247,0,66,0,0,
yzycwtiqj7,scaling-step,warmup,completions,1776103601.784529,1776103646.91935,45134.82,45134.82,700,0,90,0,0,
p9e6gbps3y,scaling-step,scale_up,completions,1776103665.919531,1776103711.9198718,46000.34,46000.34,1467,0,104,0,0,
60rjiw1swj,scaling-step,scale_up,completions,1776103692.919632,1776103738.919957,46000.32,46000.32,610,0,121,0,0,
ff0t0pvn9e,scaling-step,warmup,completions,1776103609.7904463,1776103654.9195166,45129.07,45129.07,792,0,122,0,0,
rixa11dpg8,scaling-step,scale_up,completions,1776103684.9207428,1776103730.9211671,46000.42,46000.42,947,0,113,0,0,
hp6vz41nam,scaling-step,scale_up,completions,1776103700.9194894,1776103746.9206522,46001.16,46001.16,1073,0,71,0,0,
z02xrghc0c,scaling-step,scale_up,completions,1776103634.9196424,1776103680.9195757,45999.93,45999.93,623,0,118,0,0,
pseimvihcw,scaling-step,scale_up,completions,1776103619.7878761,1776103664.9205203,45132.64,45132.64,746,0,111,0,0,
wire8qjnv8,scaling-step,scale_up,completions,1776103708.9191675,1776103754.9209428,46001.78,46001.78,2349,0,66,0,0,
y4la5ju9bv,scaling-step,scale_up,completions,1776103664.9207685,1776103710.9199648,45999.20,45999.20,566,0,115,0,0,
3bme9fpzue,scaling-step,scale_up,completions,1776103658.9193022,1776103704.91896,45999.66,45999.66,586,0,118,0,0,
mmjbqe7ckw,scaling-step,warmup,completions,1776103593.7824116,1776103638.9200013,45137.59,45137.59,681,0,76,0,0,
8j5ecruyf3,scaling-step,scale_up,completions,1776103738.9201763,1776103784.9198873,45999.71,45999.71,641,0,87,0,0,
ren93iiuc0,scaling-step,scale_up,completions,1776103617.7849188,1776103662.9190166,45134.10,45134.10,1284,0,105,0,0,
qphr62gdsw,scaling-step,scale_up,completions,1776103676.9199498,1776103722.9200027,46000.05,46000.05,788,0,105,0,0,
gqpki7p5tb,scaling-step,scale_up,completions,1776103622.7920294,1776103667.919455,45127.43,45127.43,577,0,88,0,0,
kizzqy72wx,scaling-step,scale_up,completions,1776103750.9230492,1776103796.920835,45997.79,45997.79,1182,0,124,0,0,
ja04ux5qrl,scaling-step,scale_up,completions,1776103768.9211907,1776103814.9267936,46005.60,46005.60,676,0,128,0,0,
u7eeqtul1p,scaling-step,scale_up,completions,1776103688.919529,1776103734.9203866,46000.86,46000.86,917,0,70,0,0,
