timestamp,num_requests_running,num_requests_waiting,avg_generation_throughput_toks_per_s,kv_cache_usage_perc,ready_replicas
1775848333.947749,,,,,1.0
1775848339.060028,,,,,1.0
1775848344.2143784,,,,,1.0
1775848349.3724234,,,,,1.0
1775848354.5192819,,,,,1.0
1775848359.6727376,,,,,1.0
1775848364.783192,,,,,1.0
1775848369.9303074,,,,,1.0
1775848375.085913,,,,,1.0
1775848380.243519,,,,,1.0
1775848385.4201343,,,,,1.0
1775848390.592447,,,,,1.0
1775848395.7584882,,,,,1.0
1775848400.9313555,,,,,1.0
1775848406.1009426,,,,,1.0
1775848411.237383,,,,,1.0
1775848416.3884943,,,,,1.0
1775848421.6545057,,,,,1.0
1775848426.8399026,,,,,1.0
1775848431.9988663,,,,,1.0
1775848437.1563947,,,,,1.0
1775848442.315789,,,,,1.0
1775848447.4855056,,,,,1.0
1775848452.6559005,,,,,1.0
1775848457.8108766,,,,,1.0
1775848462.9719286,,,,,1.0
1775848468.126851,,,,,1.0
1775848473.2784493,,,,,1.0
1775848478.460141,,,,,1.0
1775848483.6253827,,,,,1.0
1775848488.7755747,,,,,1.0
1775848493.92754,,,,,1.0
1775848499.076572,,,,,1.0
1775848504.2423303,,,,,1.0
1775848509.4085114,,,,,1.0
1775848514.5404425,,,,,1.0
1775848519.6886232,,,,,1.0
1775848524.830912,,,,,1.0
1775848529.9799547,,,,,1.0
1775848535.1004927,,,,,1.0
1775848540.2694414,,,,,1.0
1775848545.4565656,,,,,1.0
1775848551.1574585,,,,,1.0
1775848556.3073635,,,,,1.0
1775848561.4537277,,,,,1.0
1775848566.6055214,,,,,1.0
1775848571.7489605,,,,,1.0
1775848576.8978386,,,,,1.0
